"refNo", "site", "date", "timeEST", "pH", "DIC", "spCond", "temp", "ANC960", "ANCMet", "gageHt", "hydroGraph", "flowGageHt", "precipCatch", "fieldCode", "notes", "uniqueID", "waterYr", "datetime", "Ca", "Mg", "K", "Na", "TMAl", "OMAl", "Al_ICP", "Al_ferron", "NH4", "SO4", "NO3", "Cl", "PO4", "DOC", "TDN", "DON", "SiO2", "Mn", "Fe", "F", "cationCharge", "anionCharge", "theoryCond", "ionError", "duplicate", "sampleType", "ionBalance", "canonical"
"25784","S","1965-06-28",\N,"3.9200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","S_19650628_NA","1965",\N,"0.1500","0.0700","0.0500","0.1500",\N,\N,\N,\N,"0.0200","5.4800","1.3600","2.9800",\N,\N,\N,\N,\N,\N,\N,\N,"142.4000","-219.9000",\N,"-42.8000",\N,\N,"-77.5000","TRUE"
"25791","S","1965-07-06",\N,"4.2400",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","S_19650706_NA","1965",\N,"0.1700","0.2100","0.0600","0.2300",\N,\N,\N,\N,"0.4800","4.3800","0.2000","8.5000",\N,\N,\N,\N,\N,\N,\N,\N,"121.4000","-334.0000",\N,"-93.4000",\N,\N,"-212.6000","TRUE"
"25798","S","1965-07-12",\N,"4.1400",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","S_19650712_NA","1965",\N,"0.2400","0.3700","0.1200","0.3100",\N,\N,\N,\N,"0.3000","4.6700","0.2800","20.0000",\N,\N,\N,\N,\N,\N,\N,\N,"148.0000","-665.6000",\N,"-127.2000",\N,\N,"-517.6000","TRUE"
"25805","S","1965-07-19",\N,"4.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","S_19650719_NA","1965",\N,"0.1000","0.0600","0.0300","0.0600",\N,\N,\N,\N,"0.1200","3.7300","0.0600","2.1100",\N,\N,\N,\N,\N,\N,\N,\N,"83.0000","-138.1000",\N,"-49.8000",\N,\N,"-55.1000","TRUE"
"25812","S","1965-07-26",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19650726_NA","1965",\N,"0.3200","0.6300","0.2500","0.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"TRUE"
"25819","S","1965-08-02",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19650802_NA","1965",\N,"0.1100","0.3600","0.1400","0.3100",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"TRUE"
"25823","S","1965-08-09",\N,"4.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19650809_NA","1965",\N,"0.1000","0.0200","0.0200","0.2900",\N,\N,\N,\N,"0.1500","3.9400","1.0900","0.6400",\N,\N,\N,\N,\N,\N,\N,\N,"107.5000","-117.5000",\N,"-8.9000",\N,\N,"-10.0000","TRUE"
"25830","S","1965-08-16",\N,"4.2200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","S_19650816_NA","1965",\N,"0.1600","0.0800","0.1400","0.4400",\N,\N,\N,\N,"0.9400","3.8000","0.1100","4.6000",\N,\N,\N,\N,\N,\N,\N,\N,"149.6000","-210.5000",\N,"-33.8000",\N,\N,"-60.9000","TRUE"
"25834","S","1965-08-23",\N,"4.1300",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19650823_NA","1965",\N,"0.0900","0.0100","0.0050","0.2200",\N,\N,\N,\N,"0.0400","3.8800","1.2100","0.2200",\N,\N,\N,\N,\N,\N,\N,\N,"91.4000","-106.4000",\N,"-15.2000",\N,\N,"-15.0000","TRUE"
"25840","S","1965-08-30",\N,"3.9200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","S_19650830_NA","1965",\N,"0.3000","0.0700","0.1200","0.3100",\N,\N,\N,\N,"0.1700","6.6000","1.1600","3.2100",\N,\N,\N,\N,\N,\N,\N,\N,"166.9000","-246.5000",\N,"-38.5000",\N,\N,"-79.6000","TRUE"
"25844","S","1965-09-07",\N,"4.1400",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19650907_NA","1965",\N,"0.0500","0.0200","0.0100","0.1100",\N,\N,\N,\N,"0.1600","3.4500","0.8000","1.0000",\N,\N,\N,\N,\N,\N,\N,\N,"90.5000","-112.8000",\N,"-21.9000",\N,\N,"-22.3000","TRUE"
"25851","S","1965-09-13",\N,"3.7600",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","S_19650913_NA","1965",\N,"0.4900","0.0600","0.1000","0.4100",\N,\N,\N,\N,\N,"8.5400","3.4500","2.3000",\N,\N,\N,\N,\N,\N,\N,\N,"57.4000","-298.0000",\N,"-135.4000",\N,\N,"-240.6000","TRUE"
"25858","S","1965-09-20",\N,"4.2500",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","S_19650920_NA","1965",\N,"0.1900","0.0400","0.0100","0.1100",\N,\N,\N,\N,"0.0050","3.3400","0.0600","3.1000",\N,\N,\N,\N,\N,\N,\N,\N,"74.3000","-157.9000",\N,"-72.0000",\N,\N,"-83.6000","TRUE"
"25865","S","1965-09-27",\N,"4.3800",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19650927_NA","1965",\N,"0.0900","0.0100","0.0100","0.0600",\N,\N,\N,\N,"0.0050","1.6700",\N,"0.3000",\N,\N,\N,\N,\N,\N,\N,\N,"50.1000","-5.1000",\N,\N,\N,\N,\N,"TRUE"
"25872","S","1965-10-04",\N,"4.3900",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19651004_NA","1965",\N,"0.3300","0.0400","0.0200","0.1000",\N,\N,\N,\N,"0.0050","2.1700","0.7900","1.7900",\N,\N,\N,\N,\N,\N,\N,\N,"65.6000","-108.3000",\N,"-49.1000",\N,\N,"-42.7000","TRUE"
"25879","S","1965-10-11",\N,"4.2500",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","S_19651011_NA","1965",\N,"0.2000","0.0500","0.0800","0.1500",\N,\N,\N,\N,"0.0050","2.4400","0.7300","2.8000",\N,\N,\N,\N,\N,\N,\N,\N,"79.2000","-141.5000",\N,"-56.5000",\N,\N,"-62.3000","TRUE"
"25886","S","1965-10-18",\N,"4.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","S_19651018_NA","1965",\N,"0.1900","0.0300","0.0600","0.1100",\N,\N,\N,"0.4500","0.4300","4.0700","2.2300","2.0300",\N,\N,\N,\N,\N,\N,\N,\N,"159.9000","-177.8000",\N,"-3.5000",\N,\N,"-6.2000","TRUE"
"25893","S","1965-10-25",\N,"4.2500",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","S_19651025_NA","1965",\N,"0.1300","0.0600","0.0400","0.1100",\N,\N,\N,"0.4600","0.3100","2.5200","1.0500","1.8100",\N,\N,\N,\N,\N,\N,\N,\N,"129.8000","-120.4000",\N,"16.3000",\N,\N,"21.4000","TRUE"
"25900","S","1965-11-01",\N,"4.3400",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19651101_NA","1965",\N,"0.1700","0.0200","0.0800","0.0300",\N,\N,\N,\N,\N,"2.1300","1.9100","0.0700",\N,\N,\N,\N,\N,\N,\N,\N,"0.0000","-77.0000",\N,\N,\N,\N,\N,"TRUE"
"25907","S","1965-11-08",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19651108_NA","1965",\N,"0.6400","0.1300","0.1700","0.1800",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"TRUE"
"25914","S","1965-11-15",\N,"4.2700",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19651115_NA","1965",\N,"0.0700","0.0200","0.0200","0.0900",\N,\N,\N,"0.1600","0.1800","2.7200","0.8100","1.0100",\N,\N,\N,\N,\N,\N,\N,\N,"86.9000","-98.1000",\N,"-7.5000",\N,\N,"-7.1000","TRUE"
"25921","S","1965-11-22",\N,"4.1200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19651122_NA","1965",\N,"0.1900","0.0200","0.0500","0.0400",\N,\N,\N,\N,"0.2700","3.6400","2.0400","0.6800",\N,\N,\N,\N,\N,\N,\N,\N,"105.0000","-127.7000",\N,"-19.5000",\N,\N,"-22.7000","TRUE"
"25928","S","1965-11-29",\N,"4.2300",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19651129_NA","1965",\N,"0.1000","0.0100","0.0400","0.0500",\N,\N,\N,"0.0300","0.3000","2.9200","1.9800","0.1600",\N,\N,\N,\N,\N,\N,\N,\N,"87.1000","-97.1000",\N,"-9.9000",\N,\N,"-9.2000","TRUE"
"25935","S","1965-12-07",\N,"3.8800",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19651207_NA","1965",\N,"0.1900","0.0400","0.1500","0.2600",\N,\N,\N,"0.1500","0.8300","6.1600","5.2500","0.7700",\N,\N,\N,\N,\N,\N,\N,\N,"218.5000","-234.4000",\N,"-5.3000",\N,\N,"-12.0000","TRUE"
"25942","S","1965-12-14",\N,"4.3900",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19651214_NA","1965",\N,"0.0600","0.0200","0.0400","0.0900",\N,\N,\N,"0.0100","0.1400","1.9600","0.9400","0.2500",\N,\N,\N,\N,\N,\N,\N,\N,"58.9000","-63.0000",\N,"-6.2000",\N,\N,"-3.8000","TRUE"
"25949","S","1965-12-21",\N,"4.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19651221_NA","1965",\N,"0.0900","0.0200","0.0400","0.0500",\N,\N,\N,"0.0400","0.2600","3.2400","3.6400","0.2300",\N,\N,\N,\N,\N,\N,\N,\N,"106.6000","-132.5000",\N,"-20.7000",\N,\N,"-24.9000","TRUE"
"25956","S","1965-12-28",\N,"4.1800",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19651228_NA","1965",\N,"0.0600","0.0200","0.0600","0.0600",\N,\N,\N,"0.0400","0.2100","2.5200","1.7300","0.4600",\N,\N,\N,\N,\N,\N,\N,\N,"89.9000","-93.2000",\N,"-2.5000",\N,\N,"-2.3000","TRUE"
"25964","S","1966-01-04",\N,"4.4700",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19660104_NA","1965",\N,"0.2200","0.0200","0.0400","0.0500",\N,\N,\N,"0.0100","0.1100","1.6800","0.6200","0.2400",\N,\N,\N,\N,\N,\N,\N,\N,"56.7000","-51.7000",\N,"9.6000",\N,\N,"5.2000","TRUE"
"25971","S","1966-01-11",\N,"4.0200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19660111_NA","1965",\N,"0.2100","0.0300","0.0500","0.1100",\N,\N,\N,"0.0400","0.1700","2.0400","3.1500","0.4700",\N,\N,\N,\N,\N,\N,\N,\N,"127.3000","-106.4000",\N,"18.7000",\N,\N,"22.0000","TRUE"
"25978","S","1966-01-18",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","S_19660118_NA","1965",\N,\N,"0.1500","0.2200","0.5800",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"FALSE"
"25985","S","1966-01-25",\N,"4.1800",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19660125_NA","1965",\N,"0.1100","0.0200","0.0600","0.2100",\N,\N,\N,"0.0050","0.0500","1.2000",\N,"0.7000",\N,\N,\N,\N,\N,\N,\N,\N,"87.1000","-3.6000",\N,\N,\N,\N,\N,"TRUE"
"25992","S","1966-02-01",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19660201_NA","1965",\N,"0.0600","0.0200","0.0400","0.1100",\N,\N,\N,"0.0100","0.1200","1.2800","1.2800","0.3400",\N,\N,\N,\N,\N,\N,\N,\N,\N,"-56.8000",\N,\N,\N,\N,\N,"TRUE"
"25999","S","1966-02-08",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19660208_NA","1965",\N,"0.0700","0.0200","0.0500","0.1500",\N,\N,\N,"0.0400","0.2000","2.6400","1.2600","0.2800",\N,\N,\N,\N,\N,\N,\N,\N,\N,"-83.1000",\N,\N,\N,\N,\N,"TRUE"
"26006","S","1966-02-15",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19660215_NA","1965",\N,"0.0600","0.0100","0.0300","0.0500",\N,\N,\N,"0.0200","0.1700","1.2400","0.5200","0.1100",\N,\N,\N,\N,\N,\N,\N,\N,\N,"-37.3000",\N,\N,\N,\N,\N,"TRUE"
"26013","S","1966-02-22",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19660222_NA","1965",\N,"0.1000","0.0300","0.0200","0.2100",\N,\N,\N,"0.0500","0.1400","1.4000","1.5000","0.4700",\N,\N,\N,\N,\N,\N,\N,\N,\N,"-66.5000",\N,\N,\N,\N,\N,"TRUE"
"26020","S","1966-03-01",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19660301_NA","1965",\N,"0.0050","0.0100","0.0050","0.0500",\N,\N,\N,"0.0200","0.1000","1.6400","0.4100","0.1700",\N,\N,\N,\N,\N,\N,\N,\N,\N,"-45.5000",\N,\N,\N,\N,\N,"TRUE"
"26027","S","1966-03-08",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19660308_NA","1965",\N,"0.1300","0.0100","0.0400","0.0500",\N,\N,\N,"0.0200","0.2400","2.5200","0.8000","0.1100",\N,\N,\N,\N,\N,\N,\N,\N,\N,"-68.4000",\N,\N,\N,\N,\N,"TRUE"
"26034","S","1966-03-15",\N,"4.4800",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19660315_NA","1965",\N,"0.1100","0.0200","0.0200","0.0800",\N,\N,\N,"0.0200","0.1100","1.3200","1.5000","0.1900",\N,\N,\N,\N,\N,\N,\N,\N,"52.0000","-57.0000",\N,"-8.0000",\N,\N,"-4.4000","TRUE"
"26041","S","1966-03-22",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","S_19660322_NA","1965",\N,"3.0000","0.3600","0.3000","0.5700",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"FALSE"
"26048","S","1966-03-29",\N,"4.3600",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19660329_NA","1965",\N,"0.2300","0.0500","0.0200","0.3100",\N,\N,\N,"0.0050","0.1700","2.2800","0.9500","0.6300",\N,\N,\N,\N,\N,\N,\N,\N,"83.1000","-80.5000",\N,"3.3000",\N,\N,"2.7000","TRUE"
"26055","S","1966-04-05",\N,"3.9500",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19660405_NA","1965",\N,"0.3200","0.0600","0.0900","0.1500",\N,\N,\N,"0.1700","0.5400","3.9600","5.6000","0.5900",\N,\N,\N,\N,\N,\N,\N,\N,"186.3000","-189.2000",\N,"0.8000",\N,\N,"1.6000","TRUE"
"26062","S","1966-04-12",\N,"4.0100",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19660412_NA","1965",\N,"0.1900","0.0100","0.0400","0.0400",\N,\N,\N,"0.0600","0.5400","4.0800","3.6100","0.2900",\N,\N,\N,\N,\N,\N,\N,\N,"145.8000","-151.2000",\N,"-2.5000",\N,\N,"-3.8000","TRUE"
"26075","S","1966-04-26",\N,"3.9400",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19660426_NA","1965",\N,"0.1800","0.0400","0.0500","0.1900",\N,\N,\N,"0.0900","0.6500","5.3900","2.1700","0.3800",\N,\N,\N,\N,\N,\N,\N,\N,"180.3000","-157.8000",\N,"14.6000",\N,\N,"24.9000","TRUE"
"26082","S","1966-05-03",\N,"4.0100",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19660503_NA","1965",\N,"0.1900","0.0100","0.0050","0.0300",\N,\N,\N,"0.0600","0.4000","4.4100","2.4900","0.1900",\N,\N,\N,\N,\N,\N,\N,\N,"136.7000","-137.2000",\N,"0.8000",\N,\N,"1.1000","TRUE"
"26089","S","1966-05-10",\N,"4.1900",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19660510_NA","1965",\N,"0.2600","0.0400","0.0400","0.0600",\N,\N,\N,"0.0500","0.4500","3.8900","2.0000","0.2500",\N,\N,\N,\N,\N,\N,\N,\N,"113.7000","-120.2000",\N,"-4.4000",\N,\N,"-5.2000","TRUE"
"26096","S","1966-05-17",\N,"3.9400",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","S_19660517_NA","1965",\N,"0.1000","0.0200","0.0400","0.0800",\N,\N,\N,"0.1600",\N,"4.9000","3.2800","1.2900",\N,\N,\N,\N,\N,\N,\N,\N,"0.0000","-191.1000",\N,\N,\N,\N,\N,"FALSE"
"26103","S","1966-05-24",\N,"3.9300",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19660524_NA","1965",\N,"1.6600","0.0700","0.0900","0.9800",\N,\N,\N,"0.1500","0.2100","6.5000","2.6600","1.8100",\N,\N,\N,\N,\N,\N,\N,\N,"275.4000","-229.1000",\N,"19.7000",\N,\N,"50.2000","TRUE"
"26110","S","1966-05-31",\N,"4.0400",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19660531_NA","1965",\N,"0.3900","0.0700","0.0900","0.1500",\N,\N,\N,"0.0500","0.5200","5.9800","2.5600","0.4200",\N,\N,\N,\N,\N,\N,\N,\N,"158.3000","-177.4000",\N,"-10.6000",\N,\N,"-17.8000","TRUE"
"26117","S","1966-06-07",\N,"4.0200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19660607_NA","1966",\N,"0.3900","0.0700","0.0900","0.1500",\N,\N,\N,"0.0500","0.5200","5.9800","2.5600","0.4200",\N,\N,\N,\N,\N,\N,\N,\N,"162.6000","-177.4000",\N,"-7.9000",\N,\N,"-13.5000","TRUE"
"26124","S","1966-06-13",\N,"4.2300",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19660613_NA","1966",\N,"0.0050","0.0100","0.0300","0.0700",\N,\N,\N,"0.0200","0.0600","2.6300","0.8800","0.2600",\N,\N,\N,\N,\N,\N,\N,\N,"68.8000","-76.2000",\N,"-9.5000",\N,\N,"-6.9000","TRUE"
"26131","S","1966-06-21",\N,"4.1200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19660621_NA","1966",\N,"0.0600","0.0200","0.0700","0.1100",\N,\N,\N,"0.0400","0.0400","3.9100","1.6000","0.3100",\N,\N,\N,\N,\N,\N,\N,\N,"92.7000","-115.8000",\N,"-21.1000",\N,\N,"-22.1000","TRUE"
"26139","S","1966-06-28",\N,"4.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19660628_NA","1966",\N,"0.1200","0.0500","0.1900","0.0800",\N,\N,\N,"0.0900","0.3100","6.5600","1.3300","0.3500",\N,\N,\N,\N,\N,\N,\N,\N,"143.3000","-167.7000",\N,"-14.1000",\N,\N,"-22.1000","TRUE"
"26146","S","1966-07-05",\N,"4.3400",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19660705_NA","1966",\N,"0.4300","0.0200","0.0400","0.0900",\N,\N,\N,"0.0500","0.1200","2.1400","0.4300","1.1000",\N,\N,\N,\N,\N,\N,\N,\N,"84.7000","-82.5000",\N,"4.2000",\N,\N,"3.5000","TRUE"
"26153","S","1966-07-12",\N,"3.9200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19660712_NA","1966",\N,"0.0050","0.0200","0.0400","0.0500",\N,\N,\N,"0.0300","0.1100","5.6500","1.8800","0.2200",\N,\N,\N,\N,\N,\N,\N,\N,"134.0000","-154.0000",\N,"-13.3000",\N,\N,"-19.2000","TRUE"
"26160","S","1966-07-19",\N,"3.7300",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","S_19660719_NA","1966",\N,"1.5700","0.2000","0.1400","0.2900",\N,\N,\N,"0.0300","0.1800","7.2900","3.2000","8.1000",\N,\N,\N,\N,\N,\N,\N,\N,"309.7000","-431.6000",\N,"-32.6000",\N,\N,"-121.1000","TRUE"
"26167","S","1966-07-26",\N,"4.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19660726_NA","1966",\N,"0.0700","0.0100","0.0050","0.0800",\N,\N,\N,"0.0400","0.2600","2.8600","1.0200","0.1800",\N,\N,\N,\N,\N,\N,\N,\N,"88.8000","-81.0000",\N,"10.4000",\N,\N,"8.9000","TRUE"
"26173","S","1966-08-02",\N,"3.7800",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19660802_NA","1966",\N,"0.4400","0.0300","0.0300","0.2300",\N,\N,\N,"0.0800","0.3600","8.1300","2.4000","1.9000",\N,\N,\N,\N,\N,\N,\N,\N,"227.9000","-261.3000",\N,"-12.7000",\N,\N,"-31.3000","TRUE"
"26177","S","1966-08-09",\N,"3.7400",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19660809_NA","1966",\N,"0.3800","0.0500","0.0400","0.2500",\N,\N,\N,"0.1200","0.4600","7.8200","4.0100","1.2000",\N,\N,\N,\N,\N,\N,\N,\N,"252.7000","-261.1000",\N,"-2.1000",\N,\N,"-5.3000","TRUE"
"26180","S","1966-08-16",\N,"4.0700",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19660816_NA","1966",\N,"0.0600","0.0100","0.0050","0.0200",\N,\N,\N,"0.0500","0.0800","3.1700","1.0400","0.8400",\N,\N,\N,\N,\N,\N,\N,\N,"98.6000","-106.4000",\N,"-6.3000",\N,\N,"-6.5000","TRUE"
"26187","S","1966-08-23",\N,"4.1700",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19660823_NA","1966",\N,"0.0900","0.0200","0.0050","0.0050",\N,\N,\N,"0.0800","0.1400","3.0200","0.7600","0.6000",\N,\N,\N,\N,\N,\N,\N,\N,"88.7000","-92.0000",\N,"-1.4000",\N,\N,"-1.3000","TRUE"
"26200","S","1966-09-07",\N,"4.3600",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"7","S_19660907_NA","1966",\N,"0.3200","0.0400","0.0200","0.1100",\N,\N,\N,"0.0500","0.0500","2.0200","0.5000","0.8100",\N,\N,\N,\N,\N,\N,\N,\N,"75.2000","-72.9000",\N,"4.8000",\N,\N,"3.6000","TRUE"
"26213","S","1966-09-20",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19660920_NA","1966",\N,"0.1000","0.0900","0.0800","0.4700",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"TRUE"
"26220","S","1966-09-28",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19660928_NA","1966",\N,"0.0500","0.0100","0.0050","0.0200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"TRUE"
"26227","S","1966-10-03",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19661003_NA","1966",\N,"0.2500","0.0200","0.0300","0.0400",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"TRUE"
"26234","S","1966-10-10",\N,"4.0100",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","S_19661010_NA","1966",\N,"0.2700","0.0500","0.0400","0.1600",\N,\N,\N,"0.3600","0.2700","4.3200","2.1200","2.0900",\N,\N,\N,\N,\N,\N,\N,\N,"168.9000","-182.9000",\N,"-2.5000",\N,\N,"-4.6000","TRUE"
"26241","S","1966-10-17",\N,"3.7500",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","S_19661017_NA","1966",\N,"0.9600","0.2400","0.0900","0.2900",\N,\N,\N,"0.3700","0.5700","6.8000","2.9300","5.8000",\N,\N,\N,\N,\N,\N,\N,\N,"323.5000","-352.2000",\N,"-5.6000",\N,\N,"-19.1000","TRUE"
"26248","S","1966-10-24",\N,"3.9800",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","S_19661024_NA","1966",\N,"0.2800","0.0100","0.0050","0.0600",\N,\N,\N,"0.6000","0.0200","1.5200","0.3200","5.7000",\N,\N,\N,\N,\N,\N,\N,\N,"174.5000","-197.5000",\N,"-3.8000",\N,\N,"-7.4000","TRUE"
"26261","S","1966-11-09",\N,"4.0800",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","S_19661109_NA","1966",\N,"0.0800","0.0300","0.0300","0.1500",\N,\N,\N,"0.1500","0.0400","1.4400","0.9000","2.6800",\N,\N,\N,\N,\N,\N,\N,\N,"111.9000","-120.0000",\N,"-3.6000",\N,\N,"-4.2000","TRUE"
"26268","S","1966-11-14",\N,"3.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","S_19661114_NA","1966",\N,"0.1400","0.0300","0.0400","0.1200",\N,\N,\N,"0.2900","0.5100","4.4000","2.9200","2.5300",\N,\N,\N,\N,\N,\N,\N,\N,"194.6000","-209.9000",\N,"-3.8000",\N,\N,"-7.8000","TRUE"
"26275","S","1966-11-21",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19661121_NA","1966",\N,"0.6200","0.1000","0.2700","0.2500",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"TRUE"
"26282","S","1966-11-28",\N,"3.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","S_19661128_NA","1966",\N,"1.0400","0.0900","0.2000","0.3300",\N,\N,\N,"0.2200","1.5000","8.6400","6.6000","10.4000",\N,\N,\N,\N,\N,\N,\N,\N,"431.8000","-579.3000",\N,"-27.9000",\N,\N,"-141.8000","TRUE"
"26289","S","1966-12-12",\N,"4.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","S_19661212_NA","1966",\N,"0.1100","0.0200","0.0300","0.1600",\N,\N,\N,"0.1500","0.0300","2.3400","0.9300","2.2800",\N,\N,\N,\N,\N,\N,\N,\N,"129.3000","-127.9000",\N,"4.1000",\N,\N,"5.3000","TRUE"
"26296","S","1966-12-20",\N,"4.6800",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","S_19661220_NA","1966",\N,"0.1200","0.0100","0.3700","0.0700",\N,\N,\N,"0.0400","0.1500","0.6400","0.8100","0.5400",\N,\N,\N,\N,\N,\N,\N,\N,"51.9000","-41.6000",\N,"24.1000",\N,\N,"11.4000","FALSE"
"26303","S","1966-12-27",\N,"4.7400",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1","S_19661227_NA","1966",\N,"0.0400","0.0100","0.0050","0.0500",\N,\N,\N,"0.0100","0.0100","0.4000","0.3400","0.2100",\N,\N,\N,\N,\N,\N,\N,\N,"24.7000","-19.7000",\N,"23.7000",\N,\N,"5.3000","FALSE"
