"refNo", "site", "date", "timeEST", "pH", "DIC", "spCond", "temp", "ANC960", "ANCMet", "gageHt", "hydroGraph", "flowGageHt", "precipCatch", "fieldCode", "notes", "uniqueID", "waterYr", "datetime", "Ca", "Mg", "K", "Na", "TMAl", "OMAl", "Al_ICP", "Al_ferron", "NH4", "SO4", "NO3", "Cl", "PO4", "DOC", "TDN", "DON", "SiO2", "Mn", "Fe", "F", "cationCharge", "anionCharge", "theoryCond", "ionError", "duplicate", "sampleType", "ionBalance", "canonical"
"48727","RG1","1991-09-16","09:10:00","4.2100",\N,"24.3000",\N,\N,\N,\N,\N,\N,"45.7000",\N,\N,"RG1_19910916_0910","1991","9/16/91 9:10","0.0500","0.0200","0.0200","0.0200",\N,\N,\N,"0.0050","0.2700","2.5000","1.3300","0.0500","0.0060","0.0000",\N,\N,"0.0500",\N,\N,\N,"82.6000","-74.8000","28.8000","9.9000",\N,\N,"7.8000",\N
"50292","RG11","1991-09-16","14:30:00","4.2200",\N,"25.1000",\N,\N,\N,\N,\N,\N,\N,"969",\N,"RG11_19910916_1430","1991","9/16/91 14:30","0.0600","0.0100","0.0400","0.0900",\N,\N,\N,"0.0050","0.2600","2.5000","1.3300","0.1600","0.0040",\N,\N,\N,"0.0500",\N,\N,\N,"83.8000","-77.9000","28.7000","7.3000",\N,\N,"5.9000",\N
"52644","RG22","1991-09-16","07:25:00","4.2000",\N,"27.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19910916_0725","1991","9/16/91 7:25","0.0500","0.0100","0.0200","0.0300",\N,\N,\N,\N,"0.2800","2.7000","1.4300","0.0700","0.0060",\N,\N,\N,"0.0500",\N,\N,\N,"83.7000","-81.2000","29.8000","3.0000",\N,\N,"2.5000",\N
"35299","S","1991-09-16",\N,"4.2100",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","S_19910916_NA","1991",\N,"0.0550","0.0150","0.0300","0.0550",\N,\N,\N,"0.0050","0.2650","2.5000","1.3300","0.1050","0.0050",\N,\N,\N,"0.0500",\N,\N,\N,"83.9000","-76.4000",\N,"9.4000",\N,\N,"7.5000","TRUE"
"48728","RG1","1991-09-23","08:20:00","4.1000",\N,"33.7000",\N,\N,\N,\N,\N,\N,"20.1000",\N,\N,"RG1_19910923_0820","1991","9/23/91 8:20","0.0800","0.0200","0.0400","0.0300",\N,\N,\N,"0.0050","0.3600","3.5000","1.9000","0.0700","0.0120","0.0000",\N,\N,"0.1000",\N,\N,\N,"107.8000","-105.4000","37.9000","2.3000",\N,\N,"2.4000",\N
"50293","RG11","1991-09-23","07:50:00","4.1100",\N,"33.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19910923_0750","1991","9/23/91 7:50","0.0700","0.0200","0.0300","0.0300",\N,\N,\N,"0.0200","0.3300","3.5000","1.9000","0.0700","0.0100",\N,\N,\N,"0.1000",\N,\N,\N,"104.8000","-105.4000","37.1000","-0.6000",\N,\N,"-0.6000",\N
"52645","RG22","1991-09-23","07:15:00","4.1300",\N,"31.8000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19910923_0715","1991","9/23/91 7:15","0.0600","0.0100","0.0100","0.0200",\N,\N,\N,\N,"0.2300","3.2000","1.9900","0.0600","0.0130",\N,\N,\N,"0.4000",\N,\N,\N,"91.8000","-100.3000","34.9000","-8.8000",\N,\N,"-8.5000",\N
"35306","S","1991-09-23",\N,"4.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19910923_NA","1991",\N,"0.0750","0.0200","0.0350","0.0300",\N,\N,\N,"0.0130","0.3450","3.5000","1.9000","0.0700","0.0110",\N,\N,\N,"0.1000",\N,\N,\N,"107.2000","-105.4000",\N,"1.7000",\N,\N,"1.8000","TRUE"
"48729","RG1","1991-09-30","08:15:00","4.6100",\N,"8.9000",\N,\N,\N,\N,\N,\N,"44.1000",\N,\N,"RG1_19910930_0815","1991","9/30/91 8:15","0.0100","0.0100","0.0100","0.0200",\N,\N,\N,"0.0050","0.0500","0.6000","0.6700","0.0200","0.0040","0.0000",\N,\N,"0.0500",\N,\N,\N,"30.2000","-23.8000","10.7000","23.7000",\N,\N,"6.4000",\N
"50294","RG11","1991-09-30","12:30:00","4.6300",\N,"8.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19910930_1230","1991","9/30/91 12:30","0.0200","0.0100","0.0100","0.0200",\N,\N,\N,"0.0050","0.0500","0.7000","0.6100","0.0200","0.0600",\N,\N,\N,"0.0500",\N,\N,\N,"29.6000","-24.9000","10.5000","17.2000",\N,\N,"4.7000",\N
"52646","RG22","1991-09-30","07:40:00","4.7500",\N,"7.8000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19910930_0740","1991","9/30/91 7:40","0.0200","0.0100","0.0050","0.0200",\N,\N,\N,\N,"0.0300","0.6000","0.5400","0.0200","0.0050",\N,\N,\N,"0.0500",\N,\N,\N,"22.3000","-21.7000","8.2000","2.7000",\N,\N,"0.6000",\N
"35315","S","1991-09-30",\N,"4.6200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19910930_NA","1991",\N,"0.0150","0.0100","0.0100","0.0200",\N,\N,\N,"0.0050","0.0500","0.6500","0.6400","0.0200","0.0320",\N,\N,\N,"0.0500",\N,\N,\N,"29.9000","-24.4000",\N,"20.3000",\N,\N,"5.5000","TRUE"
"48730","RG1","1991-10-08","08:40:00","4.2400",\N,"23.3000",\N,\N,\N,\N,\N,\N,"87.5000",\N,\N,"RG1_19911008_0840","1991","10/8/91 8:40","0.0600","0.0200","0.0100","0.0500",\N,\N,\N,"0.0050","0.2300","2.3000","1.1400","0.0900","0.0090","0.0000",\N,\N,"0.0500",\N,\N,\N,"77.8000","-68.7000","26.8000","12.4000",\N,\N,"9.1000",\N
"50295","RG11","1991-10-08","12:55:00","4.2100",\N,"24.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19911008_1255","1991","10/8/91 12:55","0.0800","0.0200","0.0600","0.0700",\N,\N,\N,"0.0200","0.2300","2.9000","1.2700","0.1200","0.0130",\N,\N,\N,"0.0500",\N,\N,\N,"86.3000","-84.2000","29.6000","2.5000",\N,\N,"2.1000",\N
"52647","RG22","1991-10-08","07:45:00","4.2700",\N,"22.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19911008_0745","1991","10/8/91 7:45","0.0500","0.0200","0.0100","0.0600",\N,\N,\N,\N,"0.2300","2.3000","1.0300","0.1000","0.0130",\N,\N,\N,"0.0500",\N,\N,\N,"73.5000","-67.2000","25.3000","9.0000",\N,\N,"6.3000",\N
"35322","S","1991-10-08",\N,"4.2200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19911008_NA","1991",\N,"0.0700","0.0200","0.0350","0.0600",\N,\N,\N,"0.0130","0.2300","2.6000","1.2050","0.1050","0.0110",\N,\N,\N,"0.0500",\N,\N,\N,"82.8000","-76.4000",\N,"8.0000",\N,\N,"6.4000","TRUE"
"35329","S","1991-10-14",\N,"4.0300",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19911014_NA","1991",\N,"0.0550","0.0200","0.0700","0.0850",\N,\N,\N,"0.0130","0.3150","2.9000","2.6300","0.1550","0.0125",\N,\N,\N,"0.0500",\N,\N,\N,"121.8000","-107.0000",\N,"12.9000",\N,\N,"14.8000","TRUE"
"48731","RG1","1991-10-14","08:10:00","4.0200",\N,"36.4000",\N,\N,\N,\N,\N,\N,"27.2000",\N,\N,"RG1_19911014_0810","1991","10/14/91 8:10","0.0500","0.0200","0.0800","0.0600",\N,\N,\N,"0.0050","0.3300","2.9000","2.6500","0.1200","0.0090","0.0000",\N,\N,"0.0500",\N,\N,\N,"123.0000","-106.4000","43.4000","14.5000",\N,\N,"16.6000",\N
"50296","RG11","1991-10-14","08:55:00","4.0400",\N,"35.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19911014_0855","1991","10/14/91 8:55","0.0600","0.0200","0.0600","0.1100",\N,\N,\N,"0.0200","0.3000","2.9000","2.6100","0.1900","0.0160",\N,\N,\N,"0.0500",\N,\N,\N,"120.5000","-107.7000","42.0000","11.2000",\N,\N,"12.8000",\N
"52648","RG22","1991-10-14","09:35:00","4.0100",\N,"38.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19911014_0935","1991","10/14/91 9:35","0.0500","0.0200","0.0200","0.0500",\N,\N,\N,\N,"0.3500","3.2000","2.6900","0.1200","0.0190",\N,\N,\N,"0.0500",\N,\N,\N,"123.9000","-113.3000","44.7000","8.9000",\N,\N,"10.6000",\N
"35336","S","1991-10-21",\N,"4.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19911021_NA","1991",\N,"0.0700","0.0350","0.0650","0.1700",\N,\N,\N,"0.0050","0.1750","2.0500","0.9400","0.3500","0.0090",\N,\N,\N,"0.0500",\N,\N,\N,"75.7000","-67.6000",\N,"11.3000",\N,\N,"8.1000","TRUE"
"48732","RG1","1991-10-21","08:40:00","4.3100",\N,"20.7000",\N,\N,\N,\N,\N,\N,"36.3000",\N,\N,"RG1_19911021_0840","1991","10/21/91 8:40","0.0600","0.0300","0.0300","0.1700",\N,\N,\N,"0.0050","0.1800","2.0000","0.8800","0.3300","0.0070","0.0000",\N,\N,"0.0500",\N,\N,\N,"73.0000","-65.1000","23.6000","11.4000",\N,\N,"7.9000",\N
"50297","RG11","1991-10-21","13:00:00","4.3000",\N,"21.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19911021_1300","1991","10/21/91 13:00","0.0800","0.0400","0.1000","0.1700",\N,\N,\N,"0.0050","0.1700","2.1000","1.0000","0.3700","0.0110",\N,\N,\N,"0.0500",\N,\N,\N,"77.2000","-70.2000","24.6000","9.5000",\N,\N,"7.0000",\N
"52649","RG22","1991-10-21","07:00:00","4.3300",\N,"19.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19911021_0700","1991","10/21/91 7:00","0.0500","0.0300","0.0400","0.2000",\N,\N,\N,\N,"0.1900","2.0000","0.7500","0.4000","0.0080",\N,\N,\N,"0.0500",\N,\N,\N,"72.0000","-65.0000","23.0000","10.2000",\N,\N,"7.0000",\N
"35343","S","1991-10-28",\N,"3.8000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"6","S_19911028_NA","1991",\N,"0.7250","0.1600","0.7500","0.9800",\N,\N,\N,"0.0900","1.4000","7.6000","8.5250","1.1100","0.0690",\N,\N,\N,"0.1250",\N,\N,\N,"354.9000","-326.6000",\N,"8.3000",\N,\N,"28.3000","TRUE"
"48733","RG1","1991-10-28","09:40:00","3.7900",\N,"71.9000",\N,\N,\N,\N,\N,\N,"3.8000","955",\N,"RG1_19911028_0940","1991","10/28/91 9:40","0.6900","0.1600","0.4800","0.5600",\N,\N,\N,"0.0000","1.3000","7.0000","8.8200","0.5900","0.0980","0.0000",\N,\N,"0.2000",\N,\N,\N,"318.4000","-304.2000","89.9000","4.6000",\N,\N,"14.2000",\N
"50298","RG11","1991-10-28","14:00:00","3.8100",\N,"78.6000",\N,\N,\N,\N,\N,\N,\N,"955",\N,"RG11_19911028_1400","1991","10/28/91 14:00","0.7600","0.1600","1.0200","1.4000",\N,\N,\N,"0.0900","1.5000","8.2000","8.2300","1.6300","0.0400",\N,\N,\N,"0.0500",\N,\N,\N,"383.8000","-349.0000","94.8000","9.5000",\N,\N,"34.8000",\N
"52650","RG22","1991-10-28","08:00:00","3.7100",\N,"84.8000",\N,\N,\N,\N,\N,\N,\N,"955",\N,"RG22_19911028_0800","1991","10/28/91 8:00","0.8200","0.1700","0.2500","0.5600",\N,\N,\N,\N,"1.0000","7.3000","15.4000","0.5100","0.0220",\N,\N,\N,\N,\N,\N,\N,"336.1000","-414.2000","108.1000","-20.8000",\N,\N,"-78.1000",\N
"35350","S","1991-11-04",\N,"4.1200",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"6","S_19911104_NA","1991",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"TRUE"
"48734","RG1","1991-11-04","08:30:00","4.3100",\N,"49.7000",\N,\N,\N,\N,\N,\N,"1.8000","955",\N,"RG1_19911104_0830","1991","11/4/91 8:30",\N,\N,\N,\N,\N,\N,\N,"0.0000",\N,\N,\N,\N,\N,"0.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"50299","RG11","1991-11-04","13:30:00","3.9900",\N,"75.2000",\N,\N,\N,\N,\N,\N,\N,"955",\N,"RG11_19911104_1330","1991","11/4/91 13:30",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"35363","S","1991-11-12",\N,"5.2800",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19911112_NA","1991",\N,"0.0650","0.0080","0.0250","0.0200",\N,\N,\N,"0.0050","0.0200","0.0550","0.1200","0.0100","0.0030",\N,\N,\N,"0.0500",\N,\N,\N,"12.2000","-3.4000",\N,"112.8000",\N,\N,"8.8000","TRUE"
"48735","RG1","1991-11-12","09:10:00","5.2300",\N,"2.6000",\N,\N,\N,\N,\N,\N,"40.4000",\N,\N,"RG1_19911112_0910","1991","11/12/91 9:10","0.0900","0.0100","0.0300","0.0200",\N,\N,\N,"0.0050","0.0300","0.0100","0.1200","0.0100","0.0030","0.0000",\N,\N,"0.0500",\N,\N,\N,"14.9000","-2.4000","2.8000","144.5000",\N,\N,"12.5000",\N
"50300","RG11","1991-11-12","13:50:00","5.3300",\N,"2.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19911112_1350","1991","11/12/91 13:50","0.0400","0.0050","0.0200","0.0200",\N,\N,\N,"0.0050","0.0100","0.1000","0.1200","0.0100","0.0030",\N,\N,\N,"0.0500",\N,\N,\N,"9.4000","-4.3000","2.2000","74.5000",\N,\N,"5.1000",\N
"52651","RG22","1991-11-12","08:10:00","5.4100",\N,"2.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19911112_0810","1991","11/12/91 8:10","0.0300","0.0050","0.0100","0.0100",\N,\N,\N,\N,"0.0300","0.1000","0.1200","0.0200","0.0020",\N,\N,\N,"0.0500",\N,\N,\N,"8.2000","-4.6000","2.0000","56.3000",\N,\N,"3.6000",\N
"48736","RG1","1991-11-18","09:10:00","4.1000",\N,"33.0000",\N,\N,\N,\N,\N,\N,"11.7000","970",\N,"RG1_19911118_0910","1991","11/18/91 9:10","0.1200","0.0500","0.4200","0.0200",\N,\N,\N,"0.0200","0.5500","3.2000","3.0100","0.1300","0.0160","0.0000",\N,\N,"0.0500",\N,\N,\N,"133.3000","-118.7000","40.5000","11.6000",\N,\N,"14.6000",\N
"50301","RG11","1991-11-18","14:00:00","4.0100",\N,"39.5000",\N,\N,\N,\N,\N,\N,\N,"970",\N,"RG11_19911118_1400","1991","11/18/91 14:00","0.4600","0.0700","0.1600","0.0400",\N,\N,\N,"0.0300","0.6100","3.4000","3.2100","0.8700","0.0440",\N,\N,\N,"0.0500",\N,\N,\N,"168.6000","-146.9000","49.9000","13.8000",\N,\N,"21.7000",\N
"52652","RG22","1991-11-18","08:00:00","4.0100",\N,"36.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19911118_0800","1991","11/18/91 8:00","0.0800","0.0100","0.0600","0.0500",\N,\N,\N,\N,"0.5400","3.2000","3.1900","0.1700","0.0080",\N,\N,\N,"0.0500",\N,\N,\N,"136.2000","-122.7000","46.2000","10.4000",\N,\N,"13.5000",\N
"35370","S","1991-11-26",\N,"4.4800",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19911126_NA","1991",\N,"0.0550","0.0100","0.0150","0.0250",\N,\N,\N,"0.0130","0.0800","1.2000","0.9850","0.0750","0.0050",\N,\N,\N,"0.0500",\N,\N,\N,"43.7000","-42.9000",\N,"1.8000",\N,\N,"0.8000","TRUE"
"48737","RG1","1991-11-26","07:30:00","4.5100",\N,"12.6000",\N,\N,\N,\N,\N,\N,"27.3000",\N,\N,"RG1_19911126_0730","1991","11/26/91 7:30","0.0200","0.0100","0.0100","0.0200",\N,\N,\N,"0.0200","0.0800","1.2000","0.9600","0.0300","0.0050","0.0000",\N,\N,"0.0500",\N,\N,\N,"40.0000","-41.3000","14.5000","-3.2000",\N,\N,"-1.3000",\N
"50302","RG11","1991-11-26","08:45:00","4.4500",\N,"13.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19911126_0845","1991","11/26/91 8:45","0.0900","0.0100","0.0200","0.0300",\N,\N,\N,"0.0050","0.0800","1.2000","1.0100","0.1200","0.0050",\N,\N,\N,"0.0500",\N,\N,\N,"47.5000","-44.6000","16.6000","6.3000",\N,\N,"2.9000",\N
"52653","RG22","1991-11-26","10:00:00","4.4300",\N,"17.1000",\N,\N,\N,\N,\N,\N,\N,"955",\N,"RG22_19911126_1000","1991","11/26/91 10:00",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"35377","S","1991-12-02",\N,"3.8000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19911202_NA","1991",\N,"0.1900","0.0600","0.1400","0.2150",\N,\N,\N,"0.0600","0.5200","4.6500","6.3700","0.4250","0.0110",\N,\N,\N,"0.0500",\N,\N,\N,"219.8000","-211.3000",\N,"3.9000",\N,\N,"8.5000","TRUE"
"48738","RG1","1991-12-02","09:30:00","3.7900",\N,"56.4000",\N,\N,\N,\N,\N,\N,"6.7000",\N,\N,"RG1_19911202_0930","1991","12/2/91 9:30","0.1900","0.0600","0.2000","0.2200",\N,\N,\N,"0.0500","0.5100","4.7000","6.5400","0.4300","0.0180","0.0000",\N,\N,"0.0500",\N,\N,\N,"223.8000","-215.2000","76.7000","3.9000",\N,\N,"8.6000",\N
"50303","RG11","1991-12-02","13:30:00","3.8100",\N,"58.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19911202_1330","1991","12/2/91 13:30","0.1900","0.0600","0.0800","0.2100",\N,\N,\N,"0.0700","0.5300","4.6000","6.2000","0.4200","0.0040",\N,\N,\N,"0.0500",\N,\N,\N,"215.8000","-207.3000","73.4000","4.0000",\N,\N,"8.5000",\N
"52654","RG22","1991-12-02","08:00:00","3.7000",\N,"62.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19911202_0800","1991","12/2/91 8:00","0.1600","0.0500","0.0400","0.2800",\N,\N,\N,\N,"0.6400","5.5000","8.0700","0.5500","0.0140",\N,\N,\N,"0.0500",\N,\N,\N,"260.3000","-259.8000","93.4000","0.2000",\N,\N,"0.5000",\N
"35390","S","1991-12-10",\N,"4.2000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19911210_NA","1991",\N,"0.0600","0.0100","0.0300","0.0600",\N,\N,\N,"0.0300","0.2300","1.5500","2.8250","0.1400","0.0055",\N,\N,\N,"0.0500",\N,\N,\N,"85.6000","-81.7000",\N,"4.7000",\N,\N,"3.9000","TRUE"
"48739","RG1","1991-12-10","09:35:00","4.1900",\N,"25.5000",\N,\N,\N,\N,\N,\N,"42.9000",\N,\N,"RG1_19911210_0935","1991","12/10/91 9:35","0.0600","0.0100","0.0300","0.0600",\N,\N,\N,"0.0300","0.2400","1.6000","2.8700","0.1400","0.0060","0.0000",\N,\N,"0.0500",\N,\N,\N,"87.6000","-83.4000","30.2000","4.9000",\N,\N,"4.2000",\N
"50304","RG11","1991-12-10","09:20:00","4.2100",\N,"24.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19911210_0920","1991","12/10/91 9:20","0.0600","0.0100","0.0300","0.0600",\N,\N,\N,"0.0300","0.2200","1.5000","2.7800","0.1400","0.0050",\N,\N,\N,"0.0500",\N,\N,\N,"83.6000","-79.9000","28.9000","4.5000",\N,\N,"3.7000",\N
"52655","RG22","1991-12-10","08:10:00","4.1900",\N,"25.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19911210_0810","1991","12/10/91 8:10","0.0600","0.0100","0.0200","0.0800",\N,\N,\N,\N,"0.2400","1.5000","3.0700","0.1900","0.0040",\N,\N,\N,"0.0500",\N,\N,\N,"85.7000","-86.0000","30.4000","-0.3000",\N,\N,"-0.3000",\N
"35391","S","1991-12-16",\N,"4.0700",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19911216_NA","1991",\N,"0.0500","0.0100","0.0250","0.0800",\N,\N,\N,"0.0300","0.2750","2.2000","3.5250","0.1500","0.0030",\N,\N,\N,"0.0500",\N,\N,\N,"110.3000","-106.7000",\N,"3.3000",\N,\N,"3.6000","TRUE"
"48740","RG1","1991-12-16","10:00:00","4.0700",\N,"33.5000",\N,\N,\N,\N,\N,\N,"16.5000",\N,\N,"RG1_19911216_1000","1991","12/16/91 10:00","0.0500","0.0100","0.0300","0.0900",\N,\N,\N,"0.0300","0.2900","2.2000","3.5600","0.1600","0.0030","0.0000",\N,\N,"0.0500",\N,\N,\N,"111.7000","-107.6000","39.5000","3.7000",\N,\N,"4.1000",\N
"50305","RG11","1991-12-16","09:45:00","4.0700",\N,"33.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19911216_0945","1991","12/16/91 9:45","0.0500","0.0100","0.0200","0.0700",\N,\N,\N,"0.0300","0.2600","2.2000","3.4900","0.1400","0.0030",\N,\N,\N,"0.0500",\N,\N,\N,"108.9000","-105.9000","39.2000","2.8000",\N,\N,"3.0000",\N
"52656","RG22","1991-12-16","08:10:00","4.0400",\N,"34.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19911216_0810","1991","12/16/91 8:10","0.0500","0.0200","0.0200","0.0900",\N,\N,\N,\N,"0.3100","2.3000","3.7300","0.1800","0.0050",\N,\N,\N,"0.0500",\N,\N,\N,"116.9000","-113.0000","42.1000","3.4000",\N,\N,"3.9000",\N
"35398","S","1991-12-23",\N,"4.2700",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19911223_NA","1991",\N,"0.0450","0.0150","0.1800","0.0600",\N,\N,\N,"0.0180","0.0700","0.5400","3.2450","0.1250","0.0035",\N,\N,\N,"0.0750",\N,\N,\N,"69.8000","-67.0000",\N,"4.1000",\N,\N,"2.8000","TRUE"
"48741","RG1","1991-12-23","09:30:00","4.3000",\N,"20.6000",\N,\N,\N,\N,\N,\N,"17.9000",\N,\N,"RG1_19911223_0930","1991","12/23/91 9:30","0.0500","0.0200","0.3000","0.0700",\N,\N,\N,"0.0050","0.0800","0.5800","3.2900","0.1400","0.0040","0.0000",\N,\N,"0.0500",\N,\N,\N,"69.8000","-69.0000","23.9000","1.2000",\N,\N,"0.8000",\N
"50306","RG11","1991-12-23","09:25:00","4.2500",\N,"21.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19911223_0925","1991","12/23/91 9:25","0.0400","0.0100","0.0600","0.0500",\N,\N,\N,"0.0300","0.0600","0.5000","3.2000","0.1100","0.0030",\N,\N,\N,"0.1000",\N,\N,\N,"68.6000","-65.0000","25.0000","5.4000",\N,\N,"3.6000",\N
"52657","RG22","1991-12-23","08:10:00","4.2700",\N,"22.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19911223_0810","1991","12/23/91 8:10","0.0500","0.0100","0.0400","0.1400",\N,\N,\N,\N,"0.0800","0.6000","3.4500","0.2300","0.0040",\N,\N,\N,"0.0500",\N,\N,\N,"68.6000","-74.5000","25.1000","-8.2000",\N,\N,"-5.9000",\N
"35405","S","1991-12-30",\N,"5.2800",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19911230_NA","1991",\N,"0.0100","0.0050","0.0250","0.0200",\N,\N,\N,"0.0050","0.0400","0.2500","0.1100","0.0150","0.0020",\N,\N,\N,"0.0500",\N,\N,\N,"10.3000","-7.4000",\N,"32.8000",\N,\N,"2.9000","TRUE"
"48742","RG1","1991-12-30","10:00:00","5.3900",\N,"2.5000",\N,\N,\N,\N,\N,\N,"33.6000",\N,\N,"RG1_19911230_1000","1991","12/30/91 10:00","0.0100","0.0050","0.0400","0.0200",\N,\N,\N,"0.0050","0.0400","0.3000","0.1100","0.0100","0.0020","0.0000",\N,\N,"0.0500",\N,\N,\N,"9.5000","-8.3000","2.4000","13.5000",\N,\N,"1.2000",\N
"50307","RG11","1991-12-30","09:05:00","5.1900",\N,"2.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19911230_0905","1991","12/30/91 9:05","0.0100","0.0050","0.0100","0.0200",\N,\N,\N,"0.0050","0.0400","0.2000","0.1100","0.0200","0.0020",\N,\N,\N,"0.0500",\N,\N,\N,"11.1000","-6.5000","3.0000","52.3000",\N,\N,"4.6000",\N
"52658","RG22","1991-12-30","08:30:00","5.1000",\N,"2.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19911230_0830","1991","12/30/91 8:30","0.0100","0.0100","0.0050","0.0300",\N,\N,\N,\N,"0.0400","0.2000","0.0700","0.0300","0.0020",\N,\N,\N,"0.0500",\N,\N,\N,"12.9000","-6.1000","3.6000","71.6000",\N,\N,"6.8000",\N
"35412","S","1992-01-06",\N,"4.9400",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0","S_19920106_NA","1991",\N,"0.0200","0.0100","0.0350","0.0900",\N,\N,\N,"0.0180","0.0080","0.4000","0.2250","0.1450","0.0040",\N,\N,\N,"0.0500",\N,\N,\N,"20.1000","-16.0000",\N,"22.7000",\N,\N,"4.1000","TRUE"
"48743","RG1","1992-01-06","09:50:00","4.9000",\N,"4.8000",\N,\N,\N,\N,\N,\N,"17.8000",\N,\N,"RG1_19920106_0950","1991","1/6/92 9:50","0.0100","0.0100","0.0300","0.0900",\N,\N,\N,"0.0050","0.0100","0.4000","0.2000","0.1400","0.0040","0.0000",\N,\N,"0.0500",\N,\N,\N,"19.6000","-15.5000","6.0000","23.4000",\N,\N,"4.1000",\N
"50308","RG11","1992-01-06","09:40:00","4.9800",\N,"5.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19920106_0940","1991","1/6/92 9:40","0.0300","0.0100","0.0400","0.0900",\N,\N,\N,"0.0300","0.0050","0.4000","0.2500","0.1500","0.0040",\N,\N,\N,"0.0500",\N,\N,\N,"20.6000","-16.6000","5.4000","21.5000",\N,\N,"4.0000",\N
"52659","RG22","1992-01-06","08:30:00","4.8000",\N,"7.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19920106_0830","1991","1/6/92 8:30","0.0100","0.0200","0.0300","0.2900",\N,\N,\N,\N,"0.0050","0.6000","0.4100","0.4600","0.0040",\N,\N,\N,"0.0500",\N,\N,\N,"31.7000","-32.1000","8.8000","-1.3000",\N,\N,"-0.4000",\N
"35419","S","1992-01-13",\N,"4.1400",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"6","S_19920113_NA","1991",\N,"0.2450","0.1350","0.4350","0.6500",\N,\N,\N,"0.0100","0.3650","3.5000","3.1800","1.1250","0.0135",\N,\N,\N,"0.0500",\N,\N,\N,"156.3000","-155.7000",\N,"0.4000",\N,\N,"0.6000","TRUE"
