"refNo", "site", "date", "timeEST", "pH", "pHmetrohm", "DIC", "spCond", "temp", "ANC960", "ANCMet", "gageHt", "hydroGraph", "flowGageHt", "precipCatch", "fieldCode", "notes", "archived", "uniqueID", "waterYr", "datetime", "Ca", "Mg", "K", "Na", "TMAl", "OMAl", "Al_ICP", "NH4", "SO4", "NO3", "Cl", "PO4", "DOC", "TDN", "DON", "SiO2", "Mn", "Fe", "F", "cationCharge", "anionCharge", "theoryCond", "ionError", "duplicate", "sampleType", "ionBalance", "chla_M", "chla_T", "chla_MT", "chla_WM"
"56524","RG11","1991-06-03","13:55:00","4.3000",\N,\N,"22.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19910603_1355","1991","06/03/1991 13:55","0.0800","0.0200","0.0400","0.0200",\N,\N,\N,"0.2900","2.4000","1.4400","0.1500","0.0050",\N,\N,\N,"0.0500",\N,\N,\N,"75.9000","-77.3000","25.1000","-1.8000",\N,\N,"-1.4000",\N,\N,\N,\N
"54633","RG1","1991-06-10","09:55:00","4.6100",\N,\N,"11.3000",\N,\N,\N,\N,\N,\N,\N,"955",\N,\N,"RG1_19910610_0955","1991","06/10/1991 9:55","0.1800","0.0600","0.2900","0.0400",\N,\N,\N,"0.2800","1.3000","0.0100","0.2800",\N,"0.0000",\N,\N,"0.1000",\N,\N,\N,"63.1000","-35.1000","13.9000","57.0000",\N,\N,"28.0000",\N,\N,\N,\N
"56525","RG11","1991-06-10","13:30:00","4.6400",\N,\N,"10.0000",\N,\N,\N,\N,\N,\N,\N,"955",\N,\N,"RG11_19910610_1330","1991","06/10/1991 13:30","0.1600","0.0400","0.1400","0.0500",\N,\N,\N,"0.2100","1.2000","0.0100","0.2900","0.0310",\N,\N,\N,"0.4000",\N,\N,\N,"51.6000","-33.3000","12.5000","43.1000",\N,\N,"18.3000",\N,\N,\N,\N
"53490","RG22","1991-06-10","07:00:00","4.5100",\N,\N,"13.8000",\N,\N,\N,\N,\N,\N,\N,"955",\N,\N,"RG22_19910610_0700","1991","6/10/91 7:00",\N,\N,\N,\N,\N,\N,\N,\N,"1.8000","0.0100","0.3100",\N,\N,\N,\N,\N,\N,\N,\N,\N,"-46.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N
"54634","RG1","1991-06-17","11:30:00","4.2600",\N,\N,"25.5000",\N,\N,\N,\N,\N,\N,\N,"955",\N,\N,"RG1_19910617_1130","1991","06/17/1991 11:30","0.1400","0.0400","0.0500","0.0200",\N,\N,\N,"0.4100","2.7000","1.8600","0.0700","0.0040","0.0000",\N,\N,"0.0500",\N,\N,\N,"92.3000","-88.1000","28.4000","4.7000",\N,\N,"4.2000",\N,\N,\N,\N
"56526","RG11","1991-06-17","16:55:00","4.4400",\N,\N,"21.7000",\N,\N,\N,\N,\N,\N,\N,"955",\N,\N,"RG11_19910617_1655","1991","06/17/1991 16:55",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
"53491","RG22","1991-06-17","10:45:00","4.2200",\N,\N,"27.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19910617_1045","1991","6/17/91 10:45","0.1600","0.0400","0.0400","0.0200",\N,\N,\N,"0.4500","2.9000","2.0900","0.1000","0.0120",\N,\N,\N,"0.0500",\N,\N,\N,"98.4000","-96.8000","31.1000","1.6000",\N,\N,"1.6000",\N,\N,\N,\N
"54635","RG1","1991-07-01","10:50:00","4.1400",\N,\N,"47.6000",\N,\N,\N,\N,\N,\N,\N,"955",\N,\N,"RG1_19910701_1050","1991","07/01/1991 10:50","1.4900","0.2500","0.2200","0.0700",\N,\N,\N,"0.7800","7.2000","3.7700","0.2300","0.0320","0.0000",\N,\N,"0.0500",\N,\N,\N,"219.8000","-216.9000","51.4000","1.3000",\N,\N,"2.9000",\N,\N,\N,\N
"56527","RG11","1991-07-01","11:30:00","4.0200",\N,\N,"60.9000",\N,\N,\N,\N,\N,\N,\N,"955",\N,\N,"RG11_19910701_1130","1991","07/01/1991 11:30","1.3200","0.2300","0.2200","0.0900",\N,\N,\N,"1.0200","8.0000","3.6400","0.2300","0.0310",\N,\N,\N,"0.0500",\N,\N,\N,"246.9000","-231.5000","61.1000","6.4000",\N,\N,"15.4000",\N,\N,\N,\N
"53492","RG22","1991-07-01","07:10:00","4.0900",\N,\N,"52.0000",\N,\N,\N,\N,\N,\N,\N,"955",\N,\N,"RG22_19910701_0710","1991","7/1/91 7:10","1.7900","0.2800","0.2000","0.0900",\N,\N,\N,"0.6200","7.9000","4.2000","0.2800","0.0380",\N,\N,\N,"0.1000",\N,\N,\N,"237.0000","-239.8000","56.6000","-1.2000",\N,\N,"-2.8000",\N,\N,\N,\N
"54636","RG1","1991-07-10","12:50:00","4.2900",\N,\N,"26.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG1_19910710_1250","1991","07/10/1991 12:50","0.0900","0.0100","0.0300","0.0400",\N,\N,\N,"0.4900","2.8000","1.8700","0.1100","0.0190","0.0000",\N,\N,"0.0500",\N,\N,\N,"88.0000","-91.4000","27.4000","-3.8000",\N,\N,"-3.4000",\N,\N,\N,\N
"56528","RG11","1991-07-10","12:20:00","4.2900",\N,\N,"27.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19910710_1220","1991","07/10/1991 12:20","0.1000","0.0200","0.0900","0.0400",\N,\N,\N,"0.5000","2.9000","1.8500","0.1200","0.0110",\N,\N,\N,"0.0500",\N,\N,\N,"91.4000","-93.5000","27.8000","-2.3000",\N,\N,"-2.1000",\N,\N,\N,\N
"53493","RG22","1991-07-10","07:10:00","4.2800",\N,\N,"26.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19910710_0710","1991","7/10/91 7:10","0.1100","0.0100","0.0200","0.0400",\N,\N,\N,"0.5500","2.9000","1.9300","0.1000","0.0150",\N,\N,\N,"0.0500",\N,\N,\N,"91.5000","-94.2000","28.3000","-2.9000",\N,\N,"-2.7000",\N,\N,\N,\N
"54637","RG1","1991-07-15","08:50:00","4.2700",\N,\N,"23.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG1_19910715_0850","1991","07/15/1991 8:50","0.4000","0.0100","0.0200","0.0100",\N,\N,\N,"0.1900","2.3000","1.0800","0.0600","0.0140","0.0000",\N,\N,"0.0500",\N,\N,\N,"86.8000","-66.9000","26.0000","25.9000",\N,\N,"19.9000",\N,\N,\N,\N
"56529","RG11","1991-07-15","08:35:00","4.3000",\N,\N,"22.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19910715_0835","1991","07/15/1991 8:35","0.0400","0.0100","0.0100","0.0050",\N,\N,\N,"0.1800","2.3000","1.0600","0.0300","0.0010",\N,\N,\N,"0.0500",\N,\N,\N,"64.2000","-65.8000","23.6000","-2.5000",\N,\N,"-1.6000",\N,\N,\N,\N
"53494","RG22","1991-07-15","08:00:00","4.2600",\N,\N,"23.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19910715_0800","1991","7/15/91 8:00","0.0400","0.0100","0.0100","0.0050",\N,\N,\N,"0.1400","2.3000","1.0800","0.0600","0.0090",\N,\N,\N,"0.0500",\N,\N,\N,"66.0000","-66.9000","25.2000","-1.4000",\N,\N,"-0.9000",\N,\N,\N,\N
"54638","RG1","1991-07-29","08:50:00","4.0700",\N,\N,"36.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG1_19910729_0850","1991","07/29/1991 8:50","0.0100","0.0100","0.0300","0.0200",\N,\N,\N,"0.2100","3.2000","2.3800","0.0900","0.0220","0.0000",\N,\N,"0.0500",\N,\N,\N,"100.6000","-107.4000","39.0000","-6.5000",\N,\N,"-6.8000",\N,\N,\N,\N
"56530","RG11","1991-07-29","13:25:00","4.0900",\N,\N,"35.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19910729_1325","1991","07/29/1991 13:25","0.0200","0.0100","0.0100","0.0200",\N,\N,\N,"0.2400","3.2000","2.3000","0.0900","0.0190",\N,\N,\N,"0.0500",\N,\N,\N,"99.2000","-106.1000","37.7000","-6.7000",\N,\N,"-6.9000",\N,\N,\N,\N
"53495","RG22","1991-07-29","07:45:00","3.9900",\N,\N,"43.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19910729_0745","1991","7/29/91 7:45","0.0300","0.0100","0.0200","0.0200",\N,\N,\N,"0.2900","3.9000","2.9900","0.1100","0.0210",\N,\N,\N,"0.0500",\N,\N,\N,"122.1000","-132.4000","47.3000","-8.1000",\N,\N,"-10.3000",\N,\N,\N,\N
"54639","RG1","1991-08-06","09:05:00","4.2900",\N,\N,"21.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG1_19910806_0905","1991","08/06/1991 9:05","0.0050","0.0050","0.0100","0.0100",\N,\N,\N,"0.1200","2.0000","1.2600","0.0500","0.0090","0.0000",\N,\N,"0.0500",\N,\N,\N,"60.1000","-63.3000","23.4000","-5.2000",\N,\N,"-3.2000",\N,\N,\N,\N
"56531","RG11","1991-08-06","09:25:00","4.3000",\N,\N,"20.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19910806_0925","1991","08/06/1991 9:25","0.0050","0.0100","0.0100","0.0100",\N,\N,\N,"0.1000","1.9000","1.1900","0.0300","0.0110",\N,\N,\N,"0.0500",\N,\N,\N,"58.3000","-59.5000","22.6000","-2.0000",\N,\N,"-1.2000",\N,\N,\N,\N
"53496","RG22","1991-08-06",\N,"4.1800",\N,\N,"26.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19910806","1991","8/6/91 0:00","0.0100","0.0100","0.0200","0.0100",\N,\N,\N,"0.0100","2.4000","1.8400","0.0600","0.0050",\N,\N,\N,"0.0500",\N,\N,\N,"68.9000","-81.2000","29.5000","-16.4000",\N,\N,"-12.3000",\N,\N,\N,\N
"54640","RG1","1991-08-12","09:40:00","4.3800",\N,\N,"17.8000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG1_19910812_0940","1991","08/12/1991 9:40","0.1000","0.0200","0.0100","0.0100",\N,\N,\N,"0.1000","1.7000","0.9800","0.0100","0.0070","0.0000",\N,\N,"0.0500",\N,\N,\N,"55.4000","-51.4000","19.4000","7.5000",\N,\N,"4.0000",\N,\N,\N,\N
"56532","RG11","1991-08-12","14:30:00","4.5000",\N,\N,"13.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19910812_1430","1991","08/12/1991 14:30","0.1200","0.0300","0.0100","0.0050",\N,\N,\N,"0.1000","1.2000","0.6900","0.0100","0.0090",\N,\N,\N,"0.0500",\N,\N,\N,"46.9000","-36.4000","14.8000","25.2000",\N,\N,"10.5000",\N,\N,\N,\N
"53497","RG22","1991-08-12","09:00:00","4.3800",\N,\N,"16.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19910812_0900","1991","8/12/91 9:00","0.1000","0.0200","0.0300","0.0100",\N,\N,\N,"0.1400","1.6000","0.9600","0.0100","0.0050",\N,\N,\N,"0.0500",\N,\N,\N,"57.3000","-49.0000","19.4000","15.6000",\N,\N,"8.3000",\N,\N,\N,\N
"54641","RG1","1991-08-20","08:35:00","4.7200",\N,\N,"8.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG1_19910820_0835","1991","08/20/1991 8:35","0.0100","0.0050","0.0100","0.0100",\N,\N,\N,"0.0800","0.9000","0.3800","0.0100","0.0050","0.0000",\N,\N,"0.0500",\N,\N,\N,"25.9000","-25.1000","9.0000","3.1000",\N,\N,"0.8000",\N,\N,\N,\N
"56533","RG11","1991-08-20","08:30:00","4.7400",\N,\N,"8.2000",\N,\N,\N,\N,\N,\N,\N,"955",\N,\N,"RG11_19910820_0830","1991","08/20/1991 8:30","0.0200","0.0050","0.0050","0.0100",\N,\N,\N,"0.0900","0.9000","0.3600","0.0100","0.0070",\N,\N,\N,"0.0500",\N,\N,\N,"26.9000","-24.8000","8.8000","8.1000",\N,\N,"2.1000",\N,\N,\N,\N
"53498","RG22","1991-08-20","07:20:00","4.6900",\N,\N,"9.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19910820_0720","1991","8/20/91 7:20","0.0100","0.0050","0.0050","0.0100",\N,\N,\N,"0.0800","1.0000","0.4700","0.0100","0.0070",\N,\N,\N,"0.0500",\N,\N,\N,"26.3000","-28.6000","9.8000","-8.4000",\N,\N,"-2.3000",\N,\N,\N,\N
"54642","RG1","1991-08-26","10:35:00","4.5400",\N,\N,"12.4000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG1_19910826_1035","1991","08/26/1991 10:35","0.0600","0.0300","0.0200","0.0200",\N,\N,\N,"0.0600","1.0000","0.7900","0.0200","0.0020","0.0000",\N,\N,"0.0500",\N,\N,\N,"39.9000","-34.1000","13.3000","15.7000",\N,\N,"5.8000",\N,\N,\N,\N
"56534","RG11","1991-08-26","09:40:00","4.5600",\N,\N,"11.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19910826_0940","1991","08/26/1991 9:40","0.0900","0.0200","0.0200","0.0200",\N,\N,\N,"0.0300","0.8000","0.6900","0.0600","0.0110",\N,\N,\N,"0.0500",\N,\N,\N,"38.4000","-29.4000","12.4000","26.5000",\N,\N,"9.0000",\N,\N,\N,\N
"53499","RG22","1991-08-26","15:20:00","4.5800",\N,\N,"11.1000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19910826_1520","1991","8/26/91 15:20","0.0800","0.0200","0.0100","0.0200",\N,\N,\N,"0.0600","0.9000","0.6900","0.0300","0.0070",\N,\N,\N,"0.1000",\N,\N,\N,"36.4000","-30.7000","12.2000","17.0000",\N,\N,"5.7000",\N,\N,\N,\N
"54643","RG1","1991-09-03","10:55:00","4.2800",\N,\N,"27.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG1_19910903_1055","1991","09/03/1991 10:55","0.1300","0.0400","0.1500","0.0200",\N,\N,\N,"0.4000","3.8000","1.3600","0.1000","0.0080","0.0000",\N,\N,"0.0500",\N,\N,\N,"89.6000","-103.8000","29.0000","-14.7000",\N,\N,"-14.2000",\N,\N,\N,\N
"56535","RG11","1991-09-03","09:25:00","4.1100",\N,\N,"35.0000",\N,\N,\N,\N,\N,\N,\N,"969",\N,\N,"RG11_19910903_0925","1991","09/03/1991 9:25","0.1700","0.0300","0.0200","0.0200",\N,\N,\N,"0.4000","3.3000","1.6600","0.0700","0.0040",\N,\N,\N,"0.0500",\N,\N,\N,"113.8000","-97.3000","37.0000","15.6000",\N,\N,"16.5000",\N,\N,\N,\N
"53500","RG22","1991-09-03","07:40:00","4.1800",\N,\N,"29.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19910903_0740","1991","9/3/91 7:40","0.1300","0.0200","0.0200","0.0100",\N,\N,\N,"0.3500","3.7000","1.2900","0.0700","0.0040",\N,\N,\N,"0.0500",\N,\N,\N,"94.5000","-99.7000","32.8000","-5.4000",\N,\N,"-5.2000",\N,\N,\N,\N
"54644","RG1","1991-09-09","09:15:00","4.1000",\N,\N,"29.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG1_19910909_0915","1991","09/09/1991 9:15","0.1200","0.0100","0.0400","0.0800",\N,\N,\N,"0.1600","3.6000","1.2900","0.1100","0.0180","0.0000",\N,\N,"0.0500",\N,\N,\N,"99.6000","-98.8000","36.8000","0.8000",\N,\N,"0.8000",\N,\N,\N,\N
"56536","RG11","1991-09-09","14:10:00","4.1200",\N,\N,"28.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19910909_1410","1991","09/09/1991 14:10","0.1500","0.0400","0.1400","0.0600",\N,\N,\N,"0.0900","3.3000","1.1600","0.2100","0.0040",\N,\N,\N,"0.1000",\N,\N,\N,"98.7000","-93.2000","35.2000","5.7000",\N,\N,"5.5000",\N,\N,\N,\N
"53501","RG22","1991-09-09","07:40:00","4.1100",\N,\N,"29.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19910909_0740","1991","9/9/91 7:40","0.1400","0.0400","0.0800","0.0700",\N,\N,\N,"0.0600","3.6000","0.4000","0.1300","0.0040",\N,\N,\N,"0.0500",\N,\N,\N,"96.3000","-85.0000","35.0000","12.5000",\N,\N,"11.3000",\N,\N,\N,\N
"54645","RG1","1991-09-16","09:10:00","4.2100",\N,\N,"24.3000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG1_19910916_0910","1991","09/16/1991 9:10","0.0500","0.0200","0.0200","0.0200",\N,\N,\N,"0.2700","2.5000","1.3300","0.0500","0.0060","0.0000",\N,\N,"0.0500",\N,\N,\N,"82.6000","-74.8000","28.8000","9.9000",\N,\N,"7.8000",\N,\N,\N,\N
"56537","RG11","1991-09-16","14:30:00","4.2200",\N,\N,"25.1000",\N,\N,\N,\N,\N,\N,\N,"969",\N,\N,"RG11_19910916_1430","1991","09/16/1991 14:30","0.0600","0.0100","0.0400","0.0900",\N,\N,\N,"0.2600","2.5000","1.3300","0.1600","0.0040",\N,\N,\N,"0.0500",\N,\N,\N,"83.8000","-77.9000","28.7000","7.3000",\N,\N,"5.9000",\N,\N,\N,\N
"53502","RG22","1991-09-16","07:25:00","4.2000",\N,\N,"27.0000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19910916_0725","1991","9/16/91 7:25","0.0500","0.0100","0.0200","0.0300",\N,\N,\N,"0.2800","2.7000","1.4300","0.0700","0.0060",\N,\N,\N,"0.0500",\N,\N,\N,"83.7000","-81.2000","29.8000","3.0000",\N,\N,"2.5000",\N,\N,\N,\N
"54646","RG1","1991-09-23","08:20:00","4.1000",\N,\N,"33.7000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG1_19910923_0820","1991","09/23/1991 8:20","0.0800","0.0200","0.0400","0.0300",\N,\N,\N,"0.3600","3.5000","1.9000","0.0700","0.0120","0.0000",\N,\N,"0.1000",\N,\N,\N,"107.8000","-105.4000","37.9000","2.3000",\N,\N,"2.4000",\N,\N,\N,\N
"56538","RG11","1991-09-23","07:50:00","4.1100",\N,\N,"33.5000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19910923_0750","1991","09/23/1991 7:50","0.0700","0.0200","0.0300","0.0300",\N,\N,\N,"0.3300","3.5000","1.9000","0.0700","0.0100",\N,\N,\N,"0.1000",\N,\N,\N,"104.8000","-105.4000","37.1000","-0.6000",\N,\N,"-0.6000",\N,\N,\N,\N
"53503","RG22","1991-09-23","07:15:00","4.1300",\N,\N,"31.8000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19910923_0715","1991","9/23/91 7:15","0.0600","0.0100","0.0100","0.0200",\N,\N,\N,"0.2300","3.2000","1.9900","0.0600","0.0130",\N,\N,\N,"0.4000",\N,\N,\N,"91.8000","-100.3000","34.9000","-8.8000",\N,\N,"-8.5000",\N,\N,\N,\N
"53504","RG22","1991-09-30","07:40:00","4.7500",\N,\N,"7.8000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG22_19910930_0740","1991","9/30/91 7:40","0.0200","0.0100","0.0050","0.0200",\N,\N,\N,"0.0300","0.6000","0.5400","0.0200","0.0050",\N,\N,\N,"0.0500",\N,\N,\N,"22.3000","-21.7000","8.2000","2.7000",\N,\N,"0.6000",\N,\N,\N,\N
"54647","RG1","1991-09-30","08:15:00","4.6100",\N,\N,"8.9000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG1_19910930_0815","1991","09/30/1991 8:15","0.0100","0.0100","0.0100","0.0200",\N,\N,\N,"0.0500","0.6000","0.6700","0.0200","0.0040","0.0000",\N,\N,"0.0500",\N,\N,\N,"30.2000","-23.8000","10.7000","23.7000",\N,\N,"6.4000",\N,\N,\N,\N
"56539","RG11","1991-09-30","12:30:00","4.6300",\N,\N,"8.6000",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RG11_19910930_1230","1991","09/30/1991 12:30","0.0200","0.0100","0.0100","0.0200",\N,\N,\N,"0.0500","0.7000","0.6100","0.0200","0.0600",\N,\N,\N,"0.0500",\N,\N,\N,"29.6000","-24.9000","10.5000","17.2000",\N,\N,"4.7000",\N,\N,\N,\N
