"refNo", "site", "date", "timeEST", "pH", "pHmetrohm", "DIC", "spCond", "temp", "ANC960", "ANCMet", "gageHt", "hydroGraph", "flowGageHt", "precipCatch", "fieldCode", "notes", "archived", "uniqueID", "waterYr", "datetime", "Ca", "Mg", "K", "Na", "TMAl", "OMAl", "Al_ICP", "NH4", "SO4", "NO3", "Cl", "PO4", "DOC", "TDN", "DON", "SiO2", "Mn", "Fe", "F", "cationCharge", "anionCharge", "theoryCond", "ionError", "duplicate", "sampleType", "ionBalance", "chla_M", "chla_T", "chla_MT", "chla_WM"
"14067","RG23","2016-06-27","09:30:00","5.2900",\N,\N,"4.4000",\N,\N,\N,\N,\N,\N,"10.2000",\N,"~0.36inpcpt. 6/21-6/22. Pollen in loops.not visible in sample. Filters had grayish tint.",\N,"RG23_20160627_0930","2016","6/27/2016 9:30","0.1749","0.0339","0.0702","0.0704","0.0080","0.0060","0.0050","0.0562","0.2798","0.5420","0.1233","0.0015","3.0692","0.2217","0.0556","0.0485","0.0034","0.0025","0.0325","25.5112","-33.5355","4.7780","-0.2718",\N,"Routine","-8.0243",\N,\N,\N,\N
"14076","RG11","2016-07-05","09:55:00","4.9100",\N,\N,"6.0000",\N,\N,\N,\N,\N,\N,"58.4000",\N,"~1.44inpcpt. (web) fell in 2 Tstorms/downpours(6-29 & 7-1)all bottles over filled",\N,"RG11_20160705_0955","2016","7/5/2016 9:55","0.0140","0.0060","0.0471","0.1422","0.0080","0.0060","0.0050","0.0776","0.3008","0.4393","0.0440","0.0015","1.7656","0.1888","0.0294","0.0485","0.0010","0.0025","0.0325","26.0803","-23.5618","6.2873","0.1015",\N,"Routine","2.5185",\N,\N,\N,\N
"14077","RG22","2016-07-05","07:45:00","4.9700",\N,\N,"5.3000",\N,\N,\N,\N,\N,\N,"58.4000",\N,"~1.44inpcpt. (web) fell in 2 Tstorms/downpours(6-29 & 7-1)all bottles over filled",\N,"RG22_20160705_0745","2016","7/5/2016 7:45","0.0544","0.0293","0.0304","0.0598","0.0080","0.0060","0.0050","0.0516","0.2834","0.3848","0.1667","0.0015","1.5847","0.1608","0.0338","0.0485","0.0010","0.0025","0.0325","22.9738","-24.8759","5.8775","-0.0795",\N,"Routine","-1.9021",\N,\N,\N,\N
"14078","RG23","2016-07-05","10:50:00","4.9800",\N,\N,"5.3000",\N,\N,\N,\N,\N,\N,"50.8000",\N,"~1.44inpcpt. (web) fell in 2 Tstorms/downpours(6-29 & 7-1)all bottles over filled",\N,"RG23_20160705_1050","2016","7/5/2016 10:50","0.0140","0.0053","0.0338","0.0883","0.0080","0.0060","0.0050","0.1036","0.3136","0.4481","0.0904","0.0015","1.5543","0.1900","0.0093","0.0485","0.0010","0.0025","0.0325","22.9411","-24.2238","5.5894","-0.0544",\N,"Routine","-1.2826",\N,\N,\N,\N
"14089","RG11","2016-07-11","09:25:00","4.8400",\N,\N,"7.0000",\N,\N,\N,\N,\N,\N,"26.2000",\N,"~0.87inpcpt. Of rain fell over July 9 & 10.  showery off & on w/some downpours.",\N,"RG11_20160711_0925","2016","7/11/2016 9:25","0.0472","0.0118","0.0419","0.2008","0.0080","0.0060","0.0050","0.1668","0.3774","0.6226","0.0891","0.0015","3.3508","0.3083","0.0381","0.0485","0.0010","0.0025","0.0885","37.7320","-37.3116","8.0337","0.0112",\N,"Routine","0.4204",\N,\N,\N,\N
"14090","RG22","2016-07-11","08:15:00","4.7900",\N,\N,"8.2000",\N,\N,\N,\N,\N,\N,"20.6000",\N,"~0.87inpcpt. Of rain fell over July 9 & 10.  showery off & on w/some downpours.",\N,"RG22_20160711_0815","2016","7/11/2016 8:15","0.0560","0.0091","0.0287","0.0469","0.0080","0.0060","0.0050","0.1334","0.4824","0.7166","0.1390","0.0015","2.7456","0.2983","0.0328","0.0485","0.0010","0.0025","0.0903","30.8218","-39.3960","8.5725","-0.2442",\N,"Routine","-8.5742",\N,\N,\N,\N
"14091","RG23","2016-07-11","10:45:00","4.8400",\N,\N,"6.8000",\N,\N,\N,\N,\N,\N,"34.1000",\N,"~0.87inpcpt. Of rain fell over July 9 & 10.  showery off & on w/some downpours.",\N,"RG23_20160711_1045","2016","7/11/2016 10:45","0.0299","0.0055","0.0294","0.0552","0.0080","0.0060","0.0050","0.0979","0.2981","0.5294","0.0950","0.0015","2.1660","0.2268","0.0312","0.0485","0.0010","0.0025","0.0785","25.8723","-28.3992","7.1505","-0.0931",\N,"Routine","-2.5269",\N,\N,\N,\N
"14104","RG11","2016-07-17","11:20:00","4.8400",\N,\N,"6.7000",\N,\N,\N,\N,\N,\N,"26.5000",\N,"~1.00in pcpt. (7/14 = 0.56in.7/17 = 0.44in) GW collected samples on Sunday. may not match USFS catch on 7/18",\N,"RG11_20160717_1120","2016","7/17/2016 11:20","0.0531","0.0094","0.0308","0.0627","0.0080","0.0060","0.0050","0.0279","0.3266","0.6567","0.0440","0.0015","1.5480","0.1440","-0.0260","0.0485","0.0010","0.0025","0.0325","23.8288","-26.5181","7.2163","-0.1068",\N,"Routine","-2.6893",\N,\N,\N,\N
"14105","RG22","2016-07-17","11:45:00","4.7900",\N,\N,"7.4000",\N,\N,\N,\N,\N,\N,"21.5000",\N,"~1.00in pcpt. (7/14 = 0.56in.7/17 = 0.44in) GW collected samples on Sunday. may not match USFS catch on 7/18",\N,"RG22_20160717_1145","2016","7/17/2016 11:45","0.0485","0.0113","0.0761","0.1843","0.0080","0.0060","0.0050","0.0165","0.3729","0.6712","0.1190","0.0015","2.0783","0.1637","0.0082","0.0485","0.0010","0.0025","0.0325","31.3356","-32.4827","8.5381","-0.0360",\N,"Routine","-1.1472",\N,\N,\N,\N
"14106","RG23","2016-07-17","10:30:00","4.8300",\N,\N,"7.1000",\N,\N,\N,\N,\N,\N,"23.6000",\N,"~1.00in pcpt. (7/14 = 0.56in.7/17 = 0.44in) GW collected samples on Sunday. may not match USFS catch on 7/18",\N,"RG23_20160717_1030","2016","7/17/2016 10:30","0.0731","0.0102","0.0249","0.0659","0.0080","0.0060","0.0050","0.0343","0.3625","0.6824","0.1127","0.0015","1.8221","0.1591","-0.0217","0.0485","0.0020","0.0025","0.0325","25.5749","-30.9886","7.6839","-0.1914",\N,"Routine","-5.4137",\N,\N,\N,\N
"14123","RG11","2016-07-25","09:40:00","5.0600",\N,\N,"5.4000",\N,\N,\N,\N,\N,\N,"20.7000",\N,"~0.76inpcpt.(7/18 =0.65in.7/22 = 0.08. 7/23 = 0.03) web data.",\N,"RG11_20160725_0940","2016","7/25/2016 9:40","0.1488","0.0189","0.0577","0.1879","0.0080","0.0060","0.0050","0.0593","0.4247","0.4685","0.0938","0.0015","2.8940","0.1555","0.0077","0.0485","0.0029","0.0025","0.0325","31.5120","-33.6592","6.1779","-0.0659",\N,"Routine","-2.1472",\N,\N,\N,\N
"14124","RG22","2016-07-25","08:10:00","5.0600",\N,\N,"5.5000",\N,\N,\N,\N,\N,\N,"21.4000",\N,"~0.76inpcpt.(7/18 =0.65in.7/22 = 0.08. 7/23 = 0.03) web data.",\N,"RG22_20160725_0810","2016","7/25/2016 8:10","0.1904","0.0198","0.0945","0.0418","0.0080","0.0060","0.0050","0.0795","0.4087","0.4390","0.1627","0.0015","4.4338","0.1743","0.0084","0.0485","0.0028","0.0025","0.0325","29.3683","-42.4925","6.4510","-0.3653",\N,"Routine","-13.1242",\N,\N,\N,\N
"14125","RG23","2016-07-25","11:15:00","5.0500",\N,\N,"5.5000",\N,\N,\N,\N,\N,\N,"13.4000",\N,"~0.76inpcpt.(7/18 =0.65in.7/22 = 0.08. 7/23 = 0.03) web data.",\N,"RG23_20160725_1115","2016","7/25/2016 11:15","0.1291","0.0273","0.0996","0.2127","0.0080","0.0060","0.0050","0.0462","0.3456","0.3877","0.1040","0.0015","5.3567","0.1317","0.0064","0.1556","0.0105","0.0025","0.0325","32.8539","-43.3100","6.6502","-0.2746",\N,"Routine","-10.4561",\N,\N,\N,\N
"14133","RG11","2016-08-01","09:00:00",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0.5000","955","pcpt= trace in bottle.nothing sent to durham or archived.",\N,"RG11_20160801_0900","2016","8/1/2016 9:00",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Routine",\N,\N,\N,\N,\N
"14134","RG22","2016-08-01","08:20:00",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"955","pcpt= trace in bottle.nothing sent to durham or archived.",\N,"RG22_20160801_0820","2016","8/1/2016 8:20",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Routine",\N,\N,\N,\N,\N
"14135","RG23","2016-08-01","10:15:00","4.0100",\N,\N,"39.9000",\N,\N,\N,\N,\N,\N,"1.5000","955","pcpt ~0.2 rain fell just before collection. Nothing sent to Durhan or archived. Only enough pcpt for pH and SpCond.",\N,"RG23_20160801_1015","2016","8/1/2016 10:15",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"97.7237",\N,\N,\N,\N,"Routine",\N,\N,\N,\N,\N
"14155","RG11","2016-08-08","09:50:00","4.6500",\N,\N,"10.2000",\N,\N,\N,\N,\N,\N,"7.4000",\N,"~0.27inpcpt. (web data) Filters were gray-super fine particulates. ",\N,"RG11_20160808_0950","2016","8/8/2016 9:50","0.0778","0.0207","0.0778","0.2151","0.0080","0.0060","0.0050","0.0026","0.4654","0.4950","0.2076","0.0015","7.9681","0.1616","0.0495","0.1694","0.0047","0.0025","0.0846","40.3565","-63.5143","12.2132","-0.4459",\N,"Routine","-23.1578",\N,\N,\N,\N
"14156","RG22","2016-08-08","07:30:00","4.5700",\N,\N,"12.0000",\N,\N,\N,\N,\N,\N,"5.0000",\N,"~0.27inpcpt. (web data) Filters were gray-super fine particulates. No archive sample.",\N,"RG22_20160808_0730","2016","8/8/2016 7:30","0.1196","0.0133","0.0320","0.0814","0.0080","0.0060","0.0050","0.0026","0.4932","0.4301","0.2237","0.0015","11.6429","0.1865","0.0877","0.1388","0.0023","0.0025","0.0935","39.3643","-81.8740","14.2517","-0.7013",\N,"Routine","-42.5097",\N,\N,\N,\N
"14157","RG23","2016-08-08","10:45:00","4.7200",\N,\N,"8.2000",\N,\N,\N,\N,\N,\N,"6.2000",\N,"~0.27inpcpt. (web data) Filters were gray-super fine particulates. ",\N,"RG23_20160808_1045","2016","8/8/2016 10:45","0.0306","0.0104","0.0619","0.1936","0.0080","0.0060","0.0050","0.0026","0.2909","0.3275","0.1465","0.0015","7.0857","0.1167","0.0436","0.3074","0.0048","0.0099","0.0325","32.4713","-51.0458","9.9956","-0.4448",\N,"Routine","-18.5745",\N,\N,\N,\N
"14220","RG11","2016-08-15","09:10:00","4.9200",\N,\N,"6.6000",\N,\N,\N,\N,\N,\N,"82.0000",\N,"~3.23in pcpt rain fell over the weekend. All bottles over filled. Bird hit in RG-11 bottle subsituted RG-1.",\N,"RG11_20160815_0910","2016","8/15/2016 9:10","0.0647","0.0113","0.0226","0.0617","0.0080","0.0060","0.0050","0.1447","0.4018","0.6156","0.0941","0.0015","1.7643","0.2620","0.0128","0.0485","0.0010","0.0025","0.0325","28.3591","-29.9166","6.6192","-0.0534",\N,"Routine","-1.5574",\N,\N,\N,\N
"14221","RG22","2016-08-15","08:10:00","4.9400",\N,\N,"6.4000",\N,\N,\N,\N,\N,\N,"82.0000",\N,"~3.23in pcpt rain fell over the weekend. All bottles over filled.",\N,"RG22_20160815_0810","2016","8/15/2016 8:10","0.0816","0.0128","0.0197","0.0671","0.0080","0.0060","0.0050","0.1438","0.3927","0.6091","0.0918","0.0015","1.7286","0.2679","0.0129","0.0485","0.0010","0.0025","0.0325","28.8880","-29.3759","6.4576","-0.0167",\N,"Routine","-0.4879",\N,\N,\N,\N
"14222","RG23","2016-08-15","11:15:00","4.9600",\N,\N,"5.8000",\N,\N,\N,\N,\N,\N,"81.0000",\N,"~3.23in pcpt rain fell over the weekend. All bottles over filled.",\N,"RG23_20160815_1115","2016","8/15/2016 11:15","0.0581","0.0090","0.0246","0.0682","0.0080","0.0060","0.0050","0.1035","0.3326","0.5241","0.0440","0.0015","1.5048","0.2188","0.0104","0.0485","0.0010","0.0025","0.0325","24.8236","-24.2868","5.8576","0.0219",\N,"Routine","0.5368",\N,\N,\N,\N
"14237","RG11","2016-08-22","10:55:00","4.8700",\N,\N,"6.7000",\N,\N,\N,\N,\N,\N,"42.2000",\N,"~1.66in pcpt this week. Bottle over filled",\N,"RG11_20160822_1055","2016","8/22/2016 10:55","0.0599","0.0141","0.0319","0.1069","0.0080","0.0060","0.0050","0.0438","0.2884","0.5151","0.1806","0.0015","2.2423","0.1348","-0.0156","0.0485","0.0010","0.0025","0.0325","26.4235","-30.7632","7.2230","-0.1518",\N,"Routine","-4.3397",\N,\N,\N,\N
"14238","RG22","2016-08-22","11:40:00","4.8500",\N,\N,"6.5000",\N,\N,\N,\N,\N,\N,"42.2000",\N,"~1.66in pcpt this week",\N,"RG22_20160822_1140","2016","8/22/2016 11:40","0.0416","0.0118","0.0340","0.1131","0.0080","0.0060","0.0050","0.0246","0.2758","0.4967","0.2051","0.0015","2.5213","0.1888","0.0575","0.0485","0.0010","0.0025","0.0325","25.2161","-32.2890","7.4643","-0.2460",\N,"Routine","-7.0729",\N,\N,\N,\N
"14239","RG23","2016-08-22","08:50:00","4.9200",\N,\N,"6.3000",\N,\N,\N,\N,\N,\N,"43.9000",\N,"~1.66in pcpt this week. Bottle over filled",\N,"RG23_20160822_0850","2016","8/22/2016 8:50","0.0516","0.0340","0.0523","0.1224","0.0080","0.0060","0.0188","0.0459","0.2724","0.4788","0.2119","0.0015","1.8604","0.1674","0.0236","0.6024","0.0235","0.0516","0.0325","27.4916","-28.8173","6.7664","-0.0471",\N,"Routine","-1.3257",\N,\N,\N,\N
"14250","RG22","2016-08-29","08:30:00","5.6100",\N,\N,"6.1000",\N,\N,\N,\N,\N,\N,"10.4000","969","~0.4in pcpt this week. all samples have tiny uniform seeds(?) rg22 possible bird hit in bottle?",\N,"RG22_20160829_0830","2016","8/29/2016 8:30","0.0822","0.0315",\N,"0.1400","0.0080","0.0060","0.0050","0.5027","0.3644","0.5338","0.1695",\N,"3.6335","0.9473","0.4364","0.0485","0.0010","0.0025","0.0325","43.9995","-39.1463",\N,"0.1167",\N,"Routine","4.8532",\N,\N,\N,\N
"14253","RG11","2016-08-29","10:45:00","5.0300",\N,\N,"4.9000",\N,\N,\N,\N,\N,\N,"12.1000",\N,"~0.4in pcpt this week. all samples have tiny uniform seeds(?)",\N,"RG11_20160829_1045","2016","8/29/2016 10:45","0.0790","0.0149","0.0519","0.1241","0.0080","0.0060","0.0050","0.0026","0.0750","0.3317","0.1976","0.0015","2.1508","0.1514","0.0744","0.0485","0.0035","0.0025","0.1136","22.2599","-23.3826","5.3568","-0.0492",\N,"Routine","-1.1227",\N,\N,\N,\N
"14254","RG23","2016-08-29","09:20:00","4.9800",\N,\N,"5.7000",\N,\N,\N,\N,\N,\N,"11.7000",\N,"~0.4in pcpt this week. all samples have tiny uniform seeds(?)",\N,"RG23_20160829_0920","2016","8/29/2016 9:20","0.1024","0.0207","0.0484","0.0841","0.0080","0.0060","0.0050","0.0416","0.2197","0.4306","0.0924","0.0015","3.8338","0.1751","0.0456","0.0485","0.0076","0.0025","0.0325","25.3719","-33.4382","6.2213","-0.2743",\N,"Routine","-8.0663",\N,\N,\N,\N
"14266","RG11","2016-09-06","10:10:00",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"955","No pcpt this week.  Drought!",\N,"RG11_20160906_1010","2016","9/6/2016 10:10",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Routine",\N,\N,\N,\N,\N
"14267","RG22","2016-09-06","07:55:00",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"955","No pcpt this week  Drought!",\N,"RG22_20160906_0755","2016","9/6/2016 7:55",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Routine",\N,\N,\N,\N,\N
"14268","RG23","2016-09-06","09:10:00",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"955","No pcpt this week.  Drought!",\N,"RG23_20160906_0910","2016","9/6/2016 9:10",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"Routine",\N,\N,\N,\N,\N
"14286","RG11","2016-09-12","10:35:00","4.8600",\N,\N,"7.8000",\N,\N,\N,\N,\N,\N,"17.5000",\N,"~0.6in fell as T'storm a.m. 9/11. Foliage beginning to change color.",\N,"RG11_20160912_1035","2016","9/12/2016 10:35","0.1152","0.0168","0.0579","0.1387","0.0080","0.0060","0.0050","0.1084","0.5059","0.7592","0.2061","0.0015","2.4272","0.2943","0.0386","0.0485","0.0044","0.0025","0.0325","35.3445","-40.8718","8.3599","-0.1450",\N,"Routine","-5.5274",\N,\N,\N,\N
"14287","RG22","2016-09-12","08:30:00","4.7400",\N,\N,"8.9000",\N,\N,\N,\N,\N,\N,"15.4000",\N,"~0.6in fell as T'storm a.m. 9/11. Foliage beginning to change color.",\N,"RG22_20160912_0830","2016","9/12/2016 8:30","0.1037","0.0158","0.0375","0.0996","0.0080","0.0060","0.0050","0.0821","0.5149","0.7675","0.1408","0.0015","2.6448","0.2674","0.0303","0.0485","0.0010","0.0025","0.0325","35.4041","-40.4402","9.6631","-0.1328",\N,"Routine","-5.0361",\N,\N,\N,\N
"14288","RG23","2016-09-12","09:45:00","4.8300",\N,\N,"8.4000",\N,\N,\N,\N,\N,\N,"21.0000",\N,"~0.6in fell as T'storm a.m. 9/11. Foliage beginning to change color.",\N,"RG23_20160912_0945","2016","9/12/2016 9:45","0.0517","0.0095","0.0677","0.1676","0.0080","0.0060","0.0050","0.1461","0.4916","0.5962","0.1311","0.0015","3.1604","0.2886","0.0404","0.1167","0.0010","0.0025","0.0325","36.1661","-39.4948","8.3415","-0.0880",\N,"Routine","-3.3288",\N,\N,\N,\N
"14306","RG22","2016-09-20","07:30:00","5.2800",\N,\N,"7.8000",\N,\N,\N,\N,\N,\N,"12.5000","970","~0.48in precip total for week. collection 1 day late due to showers. STA/22 major bird hit in bottle. Rejected.",\N,"RG22_20160920_0730","2016","9/20/2016 7:30",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"5.2481",\N,\N,\N,\N,"Routine",\N,\N,\N,\N,\N
"14307","RG11","2016-09-20","09:50:00","4.7700",\N,\N,"8.2000",\N,\N,\N,\N,\N,\N,"13.2000",\N,"~0.48in precip total for week. collection 1 day late due to showers.",\N,"RG11_20160920_0950","2016","9/20/2016 9:50","0.1215","0.0168","0.0358","0.0954","0.0080","0.0060","0.0050","0.0453","0.3391","0.6356","0.1053","0.0015","4.8861","0.2315","0.0527","0.0485","0.0010","0.0025","0.0325","32.8913","-44.8572","9.2116","-0.3078",\N,"Routine","-11.9660",\N,\N,\N,\N
"14308","RG23","2016-09-20","08:20:00","4.7800",\N,\N,"10.2000",\N,\N,\N,\N,\N,\N,"15.7000",\N,"~0.48in precip total for week. collection 1 day late due to showers.",\N,"RG23_20160920_0820","2016","9/20/2016 8:20","0.0943","0.0144","0.0984","0.2290","0.0080","0.0060","0.0050","0.1193","0.4746","0.7636","0.1576","0.0015","4.6501","0.3073","0.0422","0.0485","0.0010","0.0025","0.0325","42.4705","-50.0360","9.8313","-0.1636",\N,"Routine","-7.5655",\N,\N,\N,\N
"14313","RG11","2016-09-27","09:35:00","4.9900",\N,\N,"6.3000",\N,\N,\N,\N,\N,\N,"17.2000",\N,"~0.65in precip. 2 small rain events.",\N,"RG11_20160927_0935","2016","9/27/2016 9:35","0.0859","0.0098","0.0453","0.0916","0.0080","0.0060","0.0050","0.1872","0.4372","0.7672","0.2373","0.0015","1.8543","0.3415","0.0165","0.0485","0.0039","0.0025","0.0325","31.7387","-37.5887","6.7147","-0.1688",\N,"Routine","-5.8500",\N,\N,\N,\N
"14314","RG22","2016-09-27","08:30:00","4.7800",\N,\N,"9.1000",\N,\N,\N,\N,\N,\N,"13.1000",\N,"~0.65in precip. 2 small rain events.",\N,"RG22_20160927_0830","2016","9/27/2016 8:30","0.1012","0.0079","0.0650","0.1103","0.0080","0.0060","0.0050","0.1809","0.4986","0.8706","0.1225","0.0015","3.3123","0.3428","0.0170","0.0485","0.0010","0.0469","0.0325","39.6796","-44.5869","9.3224","-0.1165",\N,"Routine","-4.9073",\N,\N,\N,\N
"14315","RG23","2016-09-27","09:05:00","4.9600",\N,\N,"6.6000",\N,\N,\N,\N,\N,\N,"15.7000",\N,"~0.65in precip. 2 small rain events.",\N,"RG23_20160927_0905","2016","9/27/2016 9:05","0.0883","0.0103","0.0728","0.0854","0.0080","0.0060","0.0050","0.1617","0.4633","0.7754","0.1245","0.0015","2.7534","0.3039","0.0151","0.0485","0.0059","0.0025","0.0325","31.6484","-39.5736","7.0089","-0.2226",\N,"Routine","-7.9252",\N,\N,\N,\N
"14326","RG11","2016-10-03","10:25:00","4.3100",\N,\N,"21.5000",\N,\N,\N,\N,\N,\N,"1.6000","955","~0.07in precip. QNS just enough for HBEF analyses. (pH & SpCond)",\N,"RG11_20161003_1025","2016","10/3/2016 10:25",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"48.9779",\N,\N,\N,\N,"Routine",\N,\N,\N,\N,\N
"14327","RG22","2016-10-03","08:30:00","4.3200",\N,\N,"20.9000",\N,\N,\N,\N,\N,\N,"1.0000","955","~0.07in precip. QNS just enough for HBEF analyses. (pH & SpCond)",\N,"RG22_20161003_0830","2016","10/3/2016 8:30",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"47.8630",\N,\N,\N,\N,"Routine",\N,\N,\N,\N,\N
"14328","RG23","2016-10-03","11:10:00","4.7100",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1.9000","955","~0.07in precip. QNS just enough for HBEF analyses. (pH & SpCond)",\N,"RG23_20161003_1110","2016","10/3/2016 11:10",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"19.4984",\N,\N,\N,\N,"Routine",\N,\N,\N,\N,\N
"14343","RG22","2016-10-11","07:55:00","4.7700",\N,\N,"7.8000",\N,\N,\N,\N,\N,\N,"4.4000","955","~0.32in precip. Variable catch. precip looks clean. clear but gray residue on filter. QNS no u/u (aluminum) or archive sample.",\N,"RG22_20161011_0755","2016","10/11/2016 7:55",\N,\N,\N,\N,\N,\N,\N,"0.0026","0.2758","0.1384","0.1696","0.0015","7.4512","0.1245","0.0911",\N,\N,\N,"0.0325","17.1252","-50.1584",\N,"-0.9819",\N,"Routine","-33.0332",\N,\N,\N,\N
"14348","RG11","2016-10-11","10:10:00","4.7700",\N,\N,"7.8000",\N,\N,\N,\N,\N,\N,"9.0000",\N,"~0.32in precip. Variable catch. precip looks clean. clear but gray residue on filter. Only rg-11 was archived",\N,"RG11_20161011_1010","2016","10/11/2016 10:10","0.0389","0.0133","0.0517","0.1717","0.0080","0.0060","0.0050","0.0348","0.2801","0.4379","0.2855","0.0015","2.9390","0.1802","0.0543","0.0485","0.0022","0.0063","0.0325","31.6288","-35.7870","8.8183","-0.1234",\N,"Routine","-4.1582",\N,\N,\N,\N
"14349","RG23","2016-10-11","08:55:00","4.7900",\N,\N,"7.9000",\N,\N,\N,\N,\N,\N,"5.1000",\N,"~0.32in precip. Variable catch. precip looks clean. clear but gray residue on filter. QNS not archived.",\N,"RG23_20161011_0855","2016","10/11/2016 8:55","0.0673","0.0179","0.1303","0.1989","0.0080","0.0060","0.0124","0.0254","0.3337","0.4123","0.3003","0.0034","6.0216","0.1782","0.0653","0.0485","0.0041","0.0170","0.0679","35.3376","-52.5003","9.5746","-0.3908",\N,"Routine","-17.1627",\N,\N,\N,\N
"14360","RG11","2016-10-17","10:00:00","4.8000",\N,\N,"7.7000",\N,\N,\N,\N,\N,\N,"11.1000",\N,"~0.5in precip. Rain fell in 3 separate small events. 50 rove beetles in sample.  Last weeks hard frost hit RG clearing ferns.",\N,"RG11_20161017_1000","2016","10/17/2016 10:00","0.1598","0.0382","0.2330","0.0491","0.0080","0.0060","0.0050","0.2232","0.5650","1.0865","0.2051","0.0015","4.5839","0.4236","0.0211","0.0485","0.0124","0.0189","0.0325","48.3279","-58.1355","10.3393","-0.1842",\N,"Routine","-9.8075",\N,\N,\N,\N
"14361","RG22","2016-10-17","07:45:00","4.8900",\N,\N,"10.6000",\N,\N,\N,\N,\N,\N,"8.6000",\N,"~0.5in precip. Rain fell in 3 separate small events. Bird hit funnel no evidence in bottle. Last weeks hard frost hit RG clearing ferns.",\N,"RG22_20161017_0745","2016","10/17/2016 7:45",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"12.8825",\N,\N,\N,\N,"Routine",\N,\N,\N,\N,\N
"14362","RG23","2016-10-17","10:45:00","4.6600",\N,\N,"9.6000",\N,\N,\N,\N,\N,\N,"12.3000",\N,"~0.5in precip. Rain fell in 3 separate small events.  Last weeks hard frost hit RG clearing ferns.",\N,"RG23_20161017_1045","2016","10/17/2016 10:45","0.1268","0.0244","0.2658","0.0050","0.0080","0.0060","0.0115","0.2507","0.5813","0.6845","0.2001","0.0015","5.7470","0.4165","0.0672","0.0485","0.0103","0.0150","0.0325","52.0185","-57.6676","12.0419","-0.1030",\N,"Routine","-5.6492",\N,\N,\N,\N
"14409","RG11","2016-10-24","09:50:00","5.0000",\N,\N,"5.8000",\N,\N,\N,\N,\N,\N,"56.6000",\N,"~2.23 precip. All bottles over filled. ~1.5in fell mostly rain; ending in snow. Funnels had snow in them. Last funnel collection. Changed to buckets.",\N,"RG11_20161024_0950","2016","10/24/2016 9:50","0.0466","0.0176","0.0608","0.2348","0.0080","0.0060","0.0050","0.0829","0.3090","0.4891","0.3020","0.0015","1.2824","0.1884","0.0091","0.0485","0.0010","0.0025","0.0325","31.0222","-29.3962","6.3829","0.0538",\N,"Routine","1.6261",\N,\N,\N,\N
"14410","RG22","2016-10-24","11:00:00","4.9300",\N,\N,"5.6000",\N,\N,\N,\N,\N,\N,"56.6000",\N,"~2.23 precip. All bottles over filled. ~1.5in fell mostly rain; ending in snow. Funnels had snow in them. Last funnel collection. Changed to buckets.",\N,"RG22_20161024_1100","2016","10/24/2016 11:00","0.0572","0.0179","0.0419","0.1663","0.0080","0.0060","0.0050","0.0725","0.3004","0.4491","0.2944","0.0015","1.9865","0.1752","0.0174","0.1596","0.0010","0.0025","0.0325","29.2946","-31.8804","6.9073","-0.0845",\N,"Routine","-2.5858",\N,\N,\N,\N
"14411","RG23","2016-10-24","09:15:00","5.1500",\N,\N,"5.6000",\N,\N,\N,\N,\N,\N,"58.4000",\N,"~2.23 precip. All bottles over filled. ~1.5in fell mostly rain; ending in snow. Funnels had snow in them. Last funnel collection. Changed to buckets.",\N,"RG23_20161024_0915","2016","10/24/2016 9:15","0.0729","0.0297","0.3274","0.2658","0.0080","0.0060","0.0050","0.0866","0.3018","0.4375","0.3674","0.0015","3.6951","0.1927","0.0266","0.0485","0.0123","0.0059","0.0325","38.7859","-42.3238","6.6125","-0.0872",\N,"Routine","-3.5379",\N,\N,\N,\N
