ws,yr,mo,dy,Ca,Mg,K,Na,NH4,pH,SO4,NO3,Cl,PO4,SiO2
70,2015,11,23,1.8538,0.4071,0.5054,2.6963,-3,6.67,2.6346,-3,3.6335,0.0015,1.666
70,2015,11,30,1.8674,0.3997,0.5049,2.7053,-3,6.7,2.6406,-3,3.6199,0.0015,1.7449
70,2015,12,7,1.9162,0.4116,0.5146,2.7394,-3,6.61,2.6873,-3,3.5207,0.0015,1.9288
70,2015,12,14,1.7829,0.3852,0.4987,2.7132,-3,6.57,2.7752,-3,3.5507,0.0015,1.781
70,2015,12,21,1.8881,0.4061,0.5281,2.5984,-3,6.64,2.838,-3,3.6933,0.0015,1.8773
70,2015,12,21,1.8739,0.4017,0.5146,2.5766,-3,6.64,2.7616,-3,3.6397,0.0015,1.8605
70,2015,12,28,1.6803,0.3577,0.4813,2.501,-3,6.64,2.7516,-3,3.5108,0.0015,1.9206
70,2016,1,4,1.8837,0.3946,0.5078,2.5024,-3,6.57,2.738,-3,3.6094,0.0015,1.9051
70,2016,1,11,-3,-3,-3,-3,-3,6.59,2.9108,-3,3.5468,0.0015,-3
70,2016,1,19,2.0147,0.4139,0.5636,2.8827,-3,6.5,2.9812,-3,3.7746,0.0015,2.3291
70,2016,1,25,2.5663,0.4242,0.6968,3.5165,-3,6.49,3.0203,-3,-3,0.0015,2.6137
70,2016,1,25,2.4239,0.4153,0.6472,3.2482,-3,6.49,3.028,-3,3.8505,0.0015,2.4891
70,2016,2,1,2.6001,0.4216,0.695,3.3181,-3,6.5,3.2649,-3,4.0219,0.0015,2.9373
70,2016,2,8,2.3446,0.3891,0.5135,2.8046,-3,6.39,2.8225,-3,3.7216,0.0015,2.32
70,2016,2,15,2.7582,0.4019,0.5817,2.8841,-3,6.35,2.8746,-3,3.8971,0.0032,2.3455
70,2016,2,22,1.7527,0.3756,0.4391,2.4831,-3,6.38,2.808,-3,3.6788,0.0071,2.3337
70,2016,2,29,1.5945,0.3219,0.4019,2.107,-3,6.25,2.6711,-3,3.3691,0.0015,2.4263
70,2016,3,7,1.5576,0.3259,0.3998,2.2991,-3,6.38,2.8884,-3,3.5477,0.0035,2.515
70,2016,3,14,1.8352,0.3217,0.4249,2.3049,-3,6.53,2.6437,-3,3.1836,0.0015,2.2497
70,2016,3,21,1.5688,0.3047,0.4309,2.6918,-3,6.38,2.7563,-3,3.2669,0.0015,2.5913
70,2016,3,28,1.7574,0.3536,0.4719,2.5966,-3,6.46,2.9438,-3,3.7275,0.0015,2.7182
70,2016,4,4,1.8809,0.3764,0.4829,2.4523,-3,6.62,3.042,-3,3.8096,0.0015,2.6902
70,2016,4,12,1.7801,0.3624,0.477,2.5239,-3,6.54,2.9476,-3,3.7663,0.0015,2.6596
70,2016,4,18,1.775,0.3879,0.4945,2.4289,-3,6.6,2.9959,-3,3.7991,0.0015,2.7865
70,2016,4,25,1.7572,0.3931,0.4879,2.4036,-3,6.51,2.903,-3,3.5348,0.0015,2.8678
70,2016,5,2,1.7307,0.3354,0.4552,2.5381,-3,6.54,2.9365,-3,3.5223,0.0015,2.8407
70,2016,5,9,1.5175,0.3557,0.4388,2.4243,-3,6.58,2.9713,-3,3.6178,0.0015,2.4069
70,2016,5,16,1.539,0.352,0.4466,2.3277,-3,6.56,2.8231,-3,3.5647,0.0015,2.238
70,2016,5,23,1.8059,0.392,0.4265,2.3185,-3,6.62,2.9965,-3,3.7419,0.0015,2.1101
70,2016,5,31,1.6986,0.3673,0.4174,2.2801,-3,6.5,3.0159,-3,3.8242,0.0015,2.1915
70,2016,6,6,1.833,0.3925,0.4377,2.3302,-3,6.62,2.8464,-3,3.6151,0.0015,2.3765
70,2016,6,6,1.6918,0.3663,0.4048,2.1832,-3,6.62,2.9263,-3,3.68,0.0015,2.2302
70,2016,6,13,1.7206,0.3667,0.4659,2.2978,-3,6.47,2.9724,-3,3.504,0.0037,2.2756
70,2016,6,20,1.6492,0.354,0.4442,2.1262,-3,6.55,2.9533,-3,3.5564,0.0015,1.8933
70,2016,6,27,1.7824,0.376,0.4806,2.308,-3,6.5,2.9832,-3,3.6158,0.0015,1.9661
70,2016,7,5,1.6978,0.3873,0.5045,2.2756,-3,6.4,3.2512,-3,3.5928,0.0015,1.9709
70,2016,7,11,1.7122,0.3886,0.5107,2.3044,-3,6.47,3.308,-3,3.6172,0.0015,2.0225
70,2016,7,17,1.7941,0.4059,0.4833,2.2099,-3,6.5,3.0164,-3,3.6488,0.0015,1.9516
70,2016,7,25,1.7334,0.4014,0.4774,2.3019,-3,6.42,3.0879,-3,3.7467,0.0015,1.9235
70,2016,8,1,1.8724,0.4145,0.5346,2.8641,-3,6.58,2.9022,-3,3.5819,0.0015,1.7811
70,2016,8,8,1.8548,0.4024,0.5155,2.6376,-3,6.44,2.966,-3,3.6734,0.0015,1.4844
70,2016,8,15,1.8112,0.3793,0.4944,2.5534,-3,6.42,3.0708,-3,3.5712,0.0015,1.4222
70,2016,8,22,1.7937,0.3756,0.4691,2.4489,-3,6.42,3.0043,-3,3.5504,0.0015,1.2482
70,2016,8,22,1.7612,0.3684,0.4682,2.4344,-3,6.42,3.0032,-3,3.6191,0.0015,1.2339
70,2016,8,29,1.8531,0.3966,0.4803,2.5182,-3,6.51,3.0857,-3,3.6133,0.0015,1.1138
70,2016,9,6,2.0565,0.4539,0.5605,2.7254,-3,6.62,3.2481,-3,3.9592,0.0015,1.1521
70,2016,9,12,1.825,0.4046,0.5554,2.4128,-3,6.49,2.9272,-3,3.6664,0.0015,1.0824
70,2016,9,19,1.9098,0.4113,0.5615,2.38,-3,6.46,2.83,-3,3.6011,0.0015,0.996
70,2016,9,27,1.9631,0.4242,0.5762,2.3661,-3,6.4,2.8205,-3,3.5794,0.0015,1.1494
70,2016,10,3,1.5769,0.4417,0.5325,2.4199,-3,6.4,2.6158,-3,3.4541,0.0015,0.9675
70,2016,10,11,1.6198,0.4219,0.5532,2.282,-3,6.41,2.7321,-3,3.5628,0.0015,0.9852
70,2016,10,17,1.6418,0.4238,0.535,2.3359,-3,6.4,2.6805,-3,3.5204,0.0035,1.0871
70,2016,10,24,2.0255,0.4426,0.6118,2.4217,-3,6.32,2.7879,-3,3.7741,0.0015,1.2346
70,2016,10,31,1.9516,0.4292,0.6044,2.4757,-3,6.46,2.8701,-3,3.7723,0.0015,1.2535
70,2016,11,7,1.869,0.4352,0.6288,2.2789,-3,6.4,2.7936,-3,3.6776,0.0015,1.3081
70,2016,11,14,1.9004,0.4455,0.6167,2.2896,-3,6.48,2.8997,-3,3.7396,0.0043,1.2324
70,2016,11,21,1.8766,0.429,0.5617,2.0748,-3,6.42,2.8228,-3,3.7988,0.0041,1.0737
70,2016,11,28,1.8766,0.4195,0.6051,2.1262,-3,6.36,2.7046,-3,3.8057,0.0015,1.1414
70,2016,12,5,1.8067,0.3916,0.5231,1.9633,-3,6.61,2.7265,-3,3.7234,0.0036,1.1916
70,2016,12,12,1.9737,0.4338,0.5612,2.1867,-3,6.57,2.8941,-3,3.9231,0.0057,1.3243
70,2016,12,19,2.0771,0.4546,0.5935,2.2709,-3,6.51,3.0338,-3,4.1192,0.0054,1.322
70,2016,12,27,2.1437,0.4615,0.606,2.321,-3,6.24,3.0317,-3,4.23,0.0015,1.3535
70,2017,1,2,2.0638,0.4418,0.586,2.2235,-3,6.52,3.0837,-3,4.3401,0.0015,1.3059
70,2017,1,9,2.2041,0.4845,0.6188,2.4227,-3,6.52,3.5333,-3,4.7377,0.0015,1.8213
70,2017,1,17,2.2974,0.4979,0.6364,2.5546,-3,6.71,3.3706,-3,4.4893,0.0015,1.813
70,2017,1,23,2.334,0.5029,0.6511,2.6122,-3,6.75,3.3342,-3,4.4006,0.0015,2.0495
70,2017,1,30,1.9232,0.5013,0.5961,2.1662,-3,6.66,3.5512,-3,4.0196,0.0015,2.7227
70,2017,2,6,1.9327,0.5027,0.5996,2.2237,-3,6.53,3.5662,-3,4.1878,0.0015,2.4028
70,2017,2,14,1.8336,0.4776,0.5654,2.1027,-3,6.41,3.197,-3,3.9658,0.0015,2.179
70,2017,2,21,2.0559,0.4363,0.5531,2.3612,-3,6.43,3.0991,-3,3.8601,0.0015,1.9176
70,2017,2,28,1.9846,0.4262,0.5545,2.2866,-3,6.38,3.2686,-3,3.8354,0.0015,2.6981
70,2017,3,6,1.7095,0.3668,0.4622,1.8389,-3,6.2,2.9648,-3,2.9484,0.0015,2.9169
70,2017,3,13,1.8284,0.392,0.5032,2.0381,-3,6.33,3.044,-3,3.5773,0.0015,2.1609
70,2017,3,20,1.9977,0.4225,0.5373,2.1723,-3,6.38,3.0585,-3,3.8905,0.0015,1.9402
70,2017,3,20,2.0597,0.4406,0.5648,2.2949,-3,6.38,3.0614,-3,3.8072,0.0046,2.1164
70,2017,3,28,1.8441,0.3804,0.489,2.0961,-3,6.24,2.889,-3,3.8028,0.0015,2.0543
70,2017,4,3,1.7009,0.3635,0.4688,1.9942,-3,6.28,2.8317,-3,3.3454,0.0015,1.8284
70,2017,4,10,1.1547,0.2492,0.2999,1.5781,-3,6.11,2.2723,-3,2.3062,0.0015,2.4268
70,2017,4,17,1.754,0.378,0.4853,2.0986,-3,6.33,2.635,-3,3.1911,0.0015,1.7607
70,2017,4,24,1.6862,0.3774,0.4774,2.0792,-3,6.37,3.0454,-3,3.7134,0.0015,1.8295
70,2017,5,1,1.5952,0.3604,0.461,1.9961,-3,6.49,3.047,-3,3.7523,0.0015,1.704
70,2017,5,8,1.7304,0.3712,0.4833,2.3304,-3,6.44,3.0215,-3,3.7653,0.0015,1.9947
70,2017,5,15,1.6559,0.3464,0.4494,2.2029,-3,6.6,2.9691,-3,3.7193,0.0015,1.9266
70,2017,5,22,1.7701,0.3768,0.4986,2.3597,-3,6.57,3.0343,-3,3.8103,0.0015,1.8996
70,2017,5,30,1.9433,0.4056,0.5425,2.8381,-3,6.5,2.9779,-3,3.7309,0.0015,2.1482
70,2017,6,5,1.85,0.3895,0.5139,2.705,-3,6.46,2.937,-3,3.6732,0.0031,2.0573
70,2017,6,5,1.9259,0.4019,0.532,2.7981,-3,6.46,2.9001,-3,3.7264,0.0015,2.1271
70,2017,6,12,1.7922,0.3725,0.4917,2.5384,-3,6.44,3.0699,-3,3.241,0.0015,2.0397
70,2017,6,19,1.8639,0.3825,0.5037,2.5215,-3,6.58,2.9381,-3,3.2373,0.0015,2.1241
70,2017,6,26,1.7932,0.3802,0.4912,2.3905,-3,6.44,2.9019,-3,3.7461,0.0015,1.7725
70,2017,7,3,1.7705,0.3689,0.4749,2.3441,-3,-3,2.82,-3,3.6101,0.0015,1.9263
70,2017,7,10,1.6993,0.3859,0.4783,2.3956,-3,6.44,2.9868,-3,3.3477,0.0015,1.8837
70,2017,7,17,1.7286,0.388,0.5041,2.3882,-3,6.41,2.7251,-3,3.5409,0.0015,2.0277
70,2017,7,24,1.6784,0.3456,0.4544,2.317,-3,6.48,2.5829,-3,3.8043,0.0015,1.6642
70,2017,7,31,1.7516,0.3719,0.4652,2.3635,-3,6.3,2.6167,-3,3.8442,0.0015,1.7143
70,2017,8,7,1.8046,0.3643,0.4712,2.3433,-3,6.41,2.7182,-3,3.8727,0.0015,1.6656
70,2017,8,14,1.8437,0.3727,0.477,2.3628,-3,6.39,2.7193,-3,3.8898,0.0015,1.4817
70,2017,8,22,1.9165,0.3879,0.498,2.4708,-3,6.4,2.7925,-3,3.8427,0.0032,1.5589
70,2017,8,28,1.926,0.3922,0.5053,2.4535,-3,6.52,2.6982,-3,3.927,0.0015,1.4205
70,2017,8,28,1.9291,0.3883,0.5006,2.4669,-3,6.52,2.8163,-3,3.862,0.0015,1.4331
70,2017,9,4,1.8188,0.3854,0.5459,2.4329,-3,6.45,2.8078,-3,3.7038,0.0015,1.1775
70,2017,9,11,1.7721,0.3875,0.5688,2.5553,-3,6.4,2.9703,-3,3.7991,0.0015,0.9573
70,2017,9,18,1.9409,0.4145,0.546,2.5587,-3,6.26,2.5146,-3,3.7883,0.0015,0.7738
70,2017,9,25,1.8548,0.3964,0.4889,2.4729,-3,6.34,2.463,-3,3.8312,0.0015,0.9295
70,2017,10,2,1.8819,0.4036,0.5296,2.7675,-3,6.45,2.7623,-3,3.9073,0.0015,0.9033
70,2017,10,10,1.8576,0.398,0.5471,2.6877,-3,6.34,2.5613,-3,3.7341,0.0015,0.9998
70,2017,10,16,2.0174,0.4356,0.5854,3.0083,-3,6.45,2.87,-3,3.8562,0.0015,1.0245
70,2017,10,23,2.0454,0.4407,0.5618,3.0765,-3,6.43,2.6168,-3,3.992,0.0015,1.0192
70,2017,10,31,1.9011,0.4001,0.5705,2.6956,-3,6.48,2.8588,-3,3.9731,0.0015,1.2214
70,2017,11,6,1.8989,0.3933,0.5613,2.6776,-3,6.51,2.6788,-3,3.6212,0.0015,1.4587
70,2017,11,13,1.9469,0.3995,0.5697,2.7514,-3,6.6,2.8909,-3,4.5467,0.0015,1.5702
70,2017,11,20,1.846,0.3893,0.5478,2.6716,-3,6.54,2.8443,-3,3.7981,0.0015,1.5743
70,2017,11,27,1.8911,0.3926,0.5368,2.629,-3,6.62,2.8813,-3,3.9498,0.0015,1.6195
70,2017,12,4,2.0322,0.4137,0.5502,2.3159,-3,6.65,2.8422,-3,3.8166,0.0015,1.7313
70,2017,12,11,1.8578,0.3989,0.5536,2.3936,-3,6.55,2.782,-3,3.8867,0.0015,1.8957
70,2017,12,18,2.0391,0.4182,0.5724,2.3042,-3,6.44,2.9036,-3,4.0427,0.0015,1.7383
70,2017,12,26,1.9565,0.404,0.5593,2.2253,-3,6.39,2.7202,-3,3.8893,0.0015,1.6787
70,2018,1,2,2.0006,0.4148,0.5767,2.2906,-3,6.41,2.8969,-3,3.9699,0.0015,1.8367
70,2018,1,8,2.0313,0.4158,0.5822,2.32,-3,6.37,2.926,-3,3.9699,0.0015,1.9699
70,2018,1,8,2.0439,0.4158,0.583,2.326,-3,6.37,2.941,-3,4.0179,0.0015,1.9871
70,2018,1,16,1.9249,0.4017,0.5597,2.34,-3,6.36,3.0731,-3,4.0003,0.0015,3.0115
70,2018,1,22,1.8234,0.3836,0.5417,2.2061,-3,6.35,3.2478,-3,3.7023,0.0015,3.8483
70,2018,1,29,1.7391,0.3615,0.5781,2.6453,-3,6.25,3.513,-3,3.8357,0.0015,3.7261
70,2018,2,5,2.0023,0.4007,0.5577,2.3037,-3,6.29,3.2733,-3,3.9856,0.0015,2.5157
70,2018,2,12,1.9874,0.3969,0.5444,2.2563,-3,6.17,3.4417,-3,4.3652,0.0015,3.223
70,2018,2,20,1.8056,0.3663,0.4793,2.1181,-3,6.13,3.7777,-3,3.4769,0.0015,4.4294
70,2018,2,26,1.7414,0.3672,0.4666,2.1178,-3,6.2,3.712,-3,3.6432,0.0015,4.2117000000000004
70,2018,3,5,1.5444,0.325,0.4098,1.8451,-3,6.12,3.5662,-3,3.0785,0.0015,4.2575
70,2018,3,12,1.3332,0.2754,0.3291,1.6439,-3,6.14,3.362,-3,2.7479,0.0015,4.4137
70,2018,3,19,1.6654,0.346,0.4433,2.0332,-3,6.18,3.2476,-3,3.5406,0.0015,2.9591
70,2018,3,26,1.5602,0.3197,0.4066,1.8729,-3,6.13,3.1774,-3,3.286,0.0015,3.1202
70,2018,3,26,1.5515,0.3217,0.4097,1.8908,-3,6.13,3.1411,-3,3.4071,0.0015,3.0656
70,2018,4,2,1.5383,0.319,0.432,1.885,-3,6.14,2.8065,-3,3.6407,0.0015,1.9625
70,2018,4,9,1.7732,0.3572,0.4695,2.096,-3,6.21,3.0155,-3,3.7374,0.0015,2.1951
70,2018,4,16,1.8003,0.3631,0.5019,2.1382,-3,6.37,3.171,-3,4.585,0.0015,2.1735
70,2018,4,23,1.7345,0.3569,0.4649,2.0976,-3,6.42,3.1435,-3,3.9947,0.0015,2.2889
70,2018,4,30,1.763,0.3618,0.4763,2.1987,-3,6.44,3.002,-3,4.1901,0.0015,2.4056
70,2018,5,7,1.687,0.346,0.4606,2.1491,-3,6.56,3.1607,-3,4.0356,0.0015,2.4345
70,2018,5,14,1.6956,0.355,0.4802,2.2298,-3,6.61,3.2965,-3,4.286,0.0015,2.421
70,2018,5,21,1.7333,0.3623,0.5046,2.5629,-3,6.57,2.8439,-3,4.104,0.0015,2.3867
70,2018,5,29,1.7762,0.3749,0.5224,2.5872,-3,6.53,2.8332,-3,4.1839,0.0015,2.2243
70,2018,6,4,1.7688,0.3772,0.5258,2.6101,-3,6.51,2.7404,-3,4.0645,0.0015,2.1208
70,2018,6,11,1.7899,0.3837,0.537,2.6656,-3,6.44,2.8992,-3,4.2225,0.0015,2.0487
70,2018,6,18,1.7397,0.3783,0.5127,2.7376,-3,6.43,2.8806,-3,4.435,0.0172,2.3755
70,2018,6,18,1.7276,0.3793,0.516,2.6745,-3,6.43,2.9163,-3,4.4681,0.0155,2.4295
70,2018,6,25,1.6694,0.3724,0.5199,2.3419,-3,6.59,2.7978,-3,4.1939,0.0109,2.1809
70,2018,7,2,1.749,0.3749,0.5234,2.2971,-3,6.46,2.8465,-3,4.3712,0.044,2.1833
70,2018,7,9,1.7496,0.4064,0.5549,2.3937,-3,6.5,2.8407,-3,4.4186,0.0229,2.2175
70,2018,7,16,1.7805,0.3824,0.5369,2.3445,-3,6.67,2.9251,-3,4.4038,0.0253,2.2288
70,2018,7,23,1.5513,0.3394,0.4526,2.08,-3,6.6,2.7413,-3,4.1355,0.0221,2.4917
70,2018,7,30,1.6224,0.3572,0.4728,2.1591,-3,6.53,2.8846,-3,4.2068,0.0078,1.8479
70,2018,8,6,1.7366,0.36870000000000003,0.4919,2.2895,-3,6.49,2.6847,-3,4.1246,0.0015,2.6054
70,2018,8,13,1.7154,0.3734,0.51,2.3135,-3,6.61,2.8597,-3,4.2593,0.0015,2.3618
70,2018,8,20,1.686,0.372,0.5176,2.2306,-3,6.51,2.7898,-3,4.3792,0.0015,1.6711
70,2018,8,27,1.7035,0.373,0.5197,2.1927,-3,6.49,2.6883,-3,4.2583,0.0015,1.6194
70,2018,9,4,1.7443,0.389,0.5326,2.5955,-3,6.58,2.6186,-3,4.4968,0.025,1.7146
70,2018,9,4,1.7059,0.4068,0.5379,2.5468,-3,6.58,2.6667,-3,4.4232,0.022,1.8835
70,2018,9,10,1.8343,0.3981,0.5427,2.2792,-3,6.63,2.6669,-3,4.145,0.0015,1.7384
70,2018,9,17,1.8354,0.4034,0.5587,2.3281,-3,6.55,2.723,-3,4.3253,0.0015,1.5949
70,2018,9,24,1.7385,0.3876,0.532,2.2747,-3,6.54,2.7524,-3,4.3713,0.0015,1.4661
70,2018,10,1,1.7607,0.3822,0.5179,2.2077,-3,6.62,2.652,-3,4.1965,0.0015,1.4839
70,2018,10,8,1.8505,0.4006,0.5555,2.289,-3,6.56,2.6252,-3,4.2158,0.0015,1.5379
70,2018,10,15,1.7829,0.3855,0.5026,2.1657,-3,6.58,2.595,-3,4.1996,0.0128,1.5686
70,2018,10,22,1.9382,0.4049,0.5477,2.2993,-3,6.61,2.6409,-3,4.2448,0.0015,1.7864
70,2018,10,29,2.0087,0.4206,0.5613,2.3607,-3,6.66,2.6508,-3,4.3851,0.0015,2.585
70,2018,11,5,1.8378,0.3865,0.5192,2.2699,-3,6.58,2.8371,-3,4.2046,0.0015,2.0282
70,2018,11,12,1.8683,0.3936,0.5376,2.2302,-3,6.62,2.8581,-3,4.2506,0.0015,3.3202
70,2018,11,12,1.7762,0.3921,0.5203,2.1687,-3,6.62,2.8152,-3,4.2133,0.0015,2.0262
70,2018,11,19,1.8619,0.3994,0.5366,2.2754,-3,6.68,2.6389,-3,4.2354,0.0015,2.1219
70,2018,11,26,1.8653,0.4007,0.5388,2.3136,-3,6.62,2.6825,-3,4.3041,0.0015,2.4024
70,2018,12,4,1.8017,0.3678,0.5193,2.2195,-3,6.63,2.5408,-3,4.2406,0.0015,2.2352
70,2018,12,10,1.9872,0.4103,0.562,2.4714,-3,6.67,2.7855,-3,4.7854,0.0015,2.1926
70,2018,12,16,2.2319,0.4707,0.6329,2.7645,-3,6.59,3.1265,-3,5.0592,0.0015,2.7202
70,2018,12,31,1.8082,0.3739,0.5259,2.2585,-3,6.48,2.7816,-3,4.2934,0.0015,2.676
70,2019,1,8,1.7509,0.3723,0.5208,2.1864,-3,6.36,2.9848,-3,4.0292,0.0015,2.2045
70,2019,1,14,1.7776,0.3644,0.5094,2.186,-3,6.47,2.8396,-3,4.0857,0.0015,2.8165
70,2019,1,23,1.7558,0.3595,0.5257,2.3655,-3,6.5,2.7689,-3,4.1243,0.0015,2.8371
70,2019,1,28,1.5858,0.3234,0.4501,2.0747,-3,6.31,2.7098,-3,3.9151,0.0015,3.7579
70,2019,2,4,1.5513,0.3137,0.4213,1.8687,-3,6.22,2.9132,-3,3.7192,0.0015,3.9145
70,2019,2,11,1.5374,0.3105,0.4071,1.8896,-3,6.27,3.1048,-3,3.9231,0.0015,3.7928
70,2019,2,18,1.6907,0.3354,0.434,1.9977,-3,6.26,3.1894,-3,3.9155,0.0015,4.2774
70,2019,2,18,1.7089,0.3407,0.4388,2.0006,-3,6.26,3.158,-3,4.011,0.0015,4.0227
70,2019,2,26,1.8372,0.3567,0.4735,2.107,-3,6.22,2.9063,-3,3.9737,0.0015,3.6634
70,2019,3,5,1.835,0.3567,0.4663,2.1332,-3,6.15,3.0871,-3,4.0415,0.0015,4.1622
70,2019,3,11,1.8675,0.3649,0.4705,2.1436,-3,6.18,3.1471,-3,3.9478,0.0015,4.4317
70,2019,3,18,1.7666,0.3708,0.4768,2.2852,-3,6.25,3.1292,-3,4.1196,0.0015,4.0365
70,2019,3,25,1.8345,0.3759,0.4732,2.2312,-3,6.26,3.2166,-3,4.1038,0.0015,4.2466
70,2019,4,1,1.7724,0.3522,0.4522,2.0611,-3,6.16,2.8999,-3,3.9565,0.0015,3.0276
70,2019,4,8,1.2916,0.2482,0.3289,1.6046,-3,6.15,2.3706,-3,2.8906,0.0015,2.6267
70,2019,4,15,0.7751,0.1609,0.2004,1.0924,-3,5.87,1.7761,-3,1.9302,0.0015,2.3953
70,2019,4,22,1.3037,0.2584,0.3276,1.6778,-3,6.19,2.2253,-3,3.1237,0.0015,2.3614
70,2019,4,30,1.7779,0.3556,0.484,2.304,-3,6.33,2.8864,-3,4.2866,0.0015,2.8567
70,2019,5,6,1.7428,0.3368,0.459,2.199,-3,6.5,2.9213,-3,4.2795,0.0015,2.9359
70,2019,5,6,1.7117,0.3343,0.4575,2.1995,-3,6.5,2.9767,-3,4.3837,0.0015,3.008
70,2019,5,13,1.6054,0.3021,0.3972,2.2182,-3,6.53,2.9301,-3,3.5524,0.0015,2.8096
70,2019,5,20,1.4743,0.2787,0.3721,2.1049,-3,6.58,2.702,-3,3.3546,0.0015,2.6208
70,2019,5,28,1.6956,0.3292,0.4528,2.2897,-3,6.53,2.7608,-3,4.1637,0.001,2.8348
70,2019,6,2,1.7258,0.3337,0.463,2.3409,-3,6.44,2.684,-3,4.235,0.001,2.8507
70,2019,6,10,1.702,0.3337,0.44,2.3186,-3,6.52,2.6569,-3,4.2377,0.001,2.8345
70,2019,6,17,1.6198,0.3161,0.4364,2.2441,-3,6.55,2.3958,-3,3.8787,0.001,2.9635
70,2019,6,24,1.6548,0.3236,0.4436,2.2539,-3,6.46,2.7066,-3,4.3679,0.001,2.813
70,2019,7,1,1.7573,0.3413,0.4778,2.443,-3,6.47,2.5738,-3,4.2053,0.001,2.8421
70,2019,7,8,1.7821,0.3497,0.4924,2.7609,-3,6.39,2.6604,-3,4.3754,0.001,2.8295
70,2019,7,15,1.7568,0.3438,0.4814,2.4746,-3,6.42,2.7193,-3,4.4299,0.001,2.9679
70,2019,7,22,1.821,0.3572,0.491,2.6642,-3,6.4,2.6695,-3,4.5032,0.001,4.4283
70,2019,7,22,1.8059,0.3535,0.4919,2.547,-3,6.4,2.6831,-3,4.5032,0.001,3.4317
70,2019,7,29,1.8366,0.3517,0.4922,2.8353,-3,6.43,2.6671,-3,4.466,0.001,3.2798
70,2019,8,5,1.8216,0.3643,0.5025,2.8948,-3,6.42,2.6334,-3,4.45,0.001,2.7148
70,2019,8,12,1.6926,0.3416,0.4404,2.3872,-3,6.44,2.6504,-3,4.556,0.001,2.4407
70,2019,8,19,1.7401,0.3466,0.4676,2.7776,-3,6.7,2.6646,-3,4.6689,0.001,2.3605
70,2019,8,26,1.7266,0.3546,0.4443,2.8177,-3,6.45,2.6862,-3,4.6258,0.001,2.1641
70,2019,9,3,1.6639,0.3415,0.447,2.1297,-3,6.5,2.5744,-3,4.4896,0.001,2.1307
70,2019,9,9,1.673,0.3543,0.4416,2.1392,-3,6.55,2.6461,-3,4.5956,0.001,1.8538
70,2019,9,16,1.6904,0.3403,0.4512,2.0081,-3,6.54,2.5857,-3,4.5696,0.001,1.7613
70,2019,9,23,1.5915,0.3208,0.4263,1.8821,-3,6.58,2.4036,-3,4.1881,0.001,1.6247
70,2019,9,30,1.7457,0.3533,0.4765,2.063,-3,6.46,2.5646,-3,4.5254,0.001,1.6205
70,2019,10,7,1.7578,0.3623,0.4866,2.0252,-3,6.55,2.5101,-3,4.4402,0.002,1.6975
70,2019,10,15,1.7479,0.3716,0.4869,2.0427,-3,6.53,2.7714,-3,4.5681,0.001,1.5361
70,2019,10,21,1.6869,0.358,0.4962,2.5711,-3,6.46,2.6769,-3,4.7732,0.001,1.8712
70,2019,10,28,1.7709,0.3875,0.5252,2.8298,-3,6.52,2.4933,-3,4.481,0.001,1.7588
70,2019,11,4,1.7345,0.3768,0.4946,2.7422,-3,6.56,2.4748,-3,4.4795,0.001,1.7625
70,2019,11,11,1.7749,0.3838,0.5073,2.844,-3,6.63,2.4819,-3,4.4934,0.003,1.8576
70,2019,11,18,1.7636,0.3834,0.5057,2.8329,-3,6.59,2.5018,-3,4.4974,0.001,1.8306
70,2019,11,25,1.7224,0.3698,0.5134,2.7596,-3,6.54,2.538,-3,4.4481,0.001,1.8313
70,2019,12,3,1.7932,0.3889,0.5091,2.8627,-3,6.54,2.6425,-3,4.6409,0.001,2.0052
70,2019,12,9,1.8655,0.4042,0.5465,3.0104,-3,6.7,2.6963,-3,4.8015,0.001,2.0369
70,2019,12,9,1.8443,0.4027,0.5229,2.9732,-3,6.7,2.707,-3,4.8045,0.001,2.0181
70,2019,12,16,1.6242,0.3526,0.4689,2.7961,-3,6.61,2.6293,-3,4.5602,0.001,1.9365
70,2019,12,23,1.6135,0.3478,0.4636,2.8448,-3,6.67,2.94,-3,4.6198,0.001,2.6911
70,2019,12,29,1.8583,0.3893,0.5284,3.0051,-3,6.54,2.7599,-3,4.6119,0.001,2.4757
70,2020,1,6,1.7567,0.3724,0.512,2.9017,-3,6.55,2.7869,-3,4.5636,0.001,2.6336
70,2020,1,13,1.9232,0.375,0.4878,2.5098,-3,6.59,2.8154,-3,4.7538,0.001,2.7397
70,2020,1,21,1.9033,0.3823,0.4982,2.571,-3,6.52,2.8696,-3,4.476,0.001,3.1845
70,2020,1,27,1.9319,0.3831,0.5114,2.5594,-3,6.52,3.0598,-3,4.4608,0.001,3.6593
70,2020,2,3,1.8327,0.3929,0.4856,2.5121000000000002,-3,6.51,3.2011,-3,4.4868,0.0023,4.4689
70,2020,2,11,1.888,0.4006,0.5117,2.6071,-3,6.5,3.2076,-3,4.736,0.001,3.7572
70,2020,2,17,1.8024,0.3841,0.4848,2.4996,-3,6.56,2.9828,-3,4.5917,0.001,3.2098
70,2020,2,24,1.8147,0.375,0.4859,2.4631,-3,6.55,2.9661,-3,4.4525,0.001,3.5059
70,2020,3,2,1.8414,0.3766,0.4712,2.3508,-3,6.51,3.003,-3,4.2245,0.0021,4.3482
