ws,yr,mo,dy,Ca,Mg,K,Na,NH4,pH,SO4,NO3,Cl,PO4,SiO2
70,2012,3,19,1.61,0.35,0.39,2.14,0.005,6.47,2.83,0.01,2.84,5e-4,2.4
70,2012,3,26,1.58,0.36,0.49,2.87,0.005,6.21,3.8,0.01,3.91,5e-4,6.8
70,2012,4,2,1.83,0.39,0.43,2.46,0.005,6.57,3.24,0.01,3.25,5e-4,2.9
70,2012,4,9,1.81,0.39,0.43,2.45,0.005,6.6,3.26,0.01,3.24,5e-4,2.7
70,2012,4,16,1.82,0.39,0.44,2.47,0.005,6.77,3.26,0.01,3.25,5e-4,2.8
70,2012,4,23,1.8,0.39,0.44,2.38,0.005,6.52,3.17,0.01,3.16,5e-4,2.7
70,2012,4,30,1.78,0.39,0.43,2.45,0.005,6.56,3.29,0.01,3.25,5e-4,2.8
70,2012,5,7,1.81,0.39,0.43,2.44,0.005,6.6,3.24,0.01,3.22,5e-4,2.7
70,2012,5,14,1.75,0.38,0.42,2.4,0.005,6.57,3.22,0.01,3.14,5e-4,2.7
70,2012,5,21,1.75,0.38,0.42,2.41,0.005,6.61,3.22,0.01,3.12,5e-4,2.8
70,2012,5,28,1.76,0.38,0.43,2.46,0.005,6.58,3.22,0.01,3.16,5e-4,2.6
70,2012,6,3,1.68,0.36,0.42,2.38,0.005,6.48,3.15,0.01,3.03,5e-4,2.8
70,2012,6,11,1.68,0.37,0.41,2.39,0.005,6.47,3.16,0.01,3.06,5e-4,2.7
70,2012,6,18,1.69,0.37,0.42,2.4,0.005,6.6,3.23,0.01,3.09,5e-4,2.8
70,2012,6,25,1.7,0.37,0.42,2.42,0.005,6.6,3.25,0.06,3.12,5e-4,2.7
70,2012,7,2,1.69,0.37,0.41,2.43,0.005,6.52,3.11,0.01,3.08,5e-4,2.6
70,2012,7,9,1.69,0.37,0.41,2.46,0.005,6.49,3.13,0.01,3.1,5e-4,2.5
70,2012,7,16,1.69,0.38,0.42,2.48,0.005,6.48,3.13,0.01,3.13,5e-4,2.6
70,2012,7,23,1.73,0.38,0.43,2.49,0.005,6.6,3.21,0.01,3.2,5e-4,2.7
70,2012,7,30,1.71,0.38,0.43,2.45,0.005,6.61,3.12,0.01,3.1,5e-4,2.5
70,2012,8,6,1.72,0.38,0.43,2.48,0.005,6.49,3.09,0.01,3.14,5e-4,2.4
70,2012,8,13,1.74,0.38,0.43,2.44,0.005,6.55,3.08,0.01,3.07,5e-4,2.5
70,2012,8,20,1.73,0.38,0.42,2.48,0.005,6.55,3.12,0.01,3.14,5e-4,2.5
70,2012,8,27,1.74,0.39,0.44,2.5,0.005,6.59,3.12,0.01,3.17,5e-4,2.5
70,2012,9,4,1.73,0.38,0.44,2.49,0.005,6.49,3.11,0.01,3.17,5e-4,2.3
70,2012,9,10,1.77,0.4,0.44,2.49,0.005,6.56,3.09,0.01,3.17,5e-4,2.2
70,2012,9,17,1.84,0.4,0.46,2.56,0.005,6.63,3.15,0.01,3.23,5e-4,2.1
70,2012,9,24,2,0.42,0.46,2.54,0.005,6.61,3.08,0.01,3.21,5e-4,2
70,2012,10,1,1.82,0.41,0.46,2.54,0.005,6.7,3.06,0.01,3.19,5e-4,2
70,2012,10,9,1.86,0.41,0.47,2.56,0.005,6.56,3.09,0.01,3.23,5e-4,2
70,2012,10,15,1.9,0.42,0.47,2.54,0.005,6.61,3.08,0.01,3.24,5e-4,2.1
70,2012,10,22,1.87,0.41,0.48,2.57,0.005,6.69,3.05,0.01,3.24,5e-4,2.1
70,2012,10,29,1.88,0.42,0.49,2.6,0.005,6.64,3.07,0.01,3.29,5e-4,2.2
70,2012,11,5,1.84,0.41,0.48,2.57,0.005,6.66,3.1,0.01,3.27,5e-4,2.4
70,2012,11,12,1.85,0.42,0.48,2.58,0.005,6.64,3.15,0.01,3.28,5e-4,2.4
70,2012,11,19,1.87,0.41,0.48,2.59,0.005,6.68,3.16,0.01,3.29,5e-4,2.4
70,2012,11,26,1.87,0.41,0.49,2.6,0.005,6.74,3.21,0.01,3.33,5e-4,2.4
70,2012,12,3,1.9,0.42,0.48,2.58,0.005,6.61,3.21,0.01,3.28,5e-4,2.3
70,2012,12,10,1.88,0.41,0.47,2.59,0.005,6.63,3.19,0.01,3.27,5e-4,2.4
70,2012,12,17,2.01,0.44,0.49,2.69,0.005,6.64,3.38,0.01,3.45,5e-4,2.6
70,2012,12,24,1.94,0.42,0.48,2.63,0.005,6.63,3.31,0.01,3.35,5e-4,2.5
70,2012,12,31,1.95,0.43,0.49,2.65,0.005,6.6,3.33,0.01,3.34,5e-4,2.5
70,2013,1,7,2.1,0.46,0.52,2.81,0.005,6.55,3.59,0.01,3.61,5e-4,2.7
70,2013,1,14,2.11,0.46,0.52,2.81,0.005,6.59,3.66,0.01,3.56,5e-4,2.7
70,2013,1,22,2.01,0.43,0.49,2.61,0.005,6.44,3.34,0.01,3.33,5e-4,2.4
70,2013,1,28,2.08,0.45,0.51,2.72,0.005,6.38,3.51,0.01,3.51,5e-4,2.6
70,2013,2,4,2.12,0.46,0.51,2.82,0.005,6.52,3.64,0.01,3.61,5e-4,2.9
70,2013,2,11,2,0.43,0.48,2.65,0.005,6.37,3.41,0.01,3.36,5e-4,2.6
70,2013,2,18,2,0.43,0.49,2.62,0.005,6.51,3.38,0.01,3.34,5e-4,2.6
70,2013,2,25,2.06,0.44,0.5,2.7,0.005,6.4,3.56,0.01,3.4,5e-4,3
70,2013,3,4,2.04,0.43,0.5,2.65,0.005,6.35,3.43,0.01,3.36,5e-4,3
70,2013,3,11,2,0.43,0.49,2.62,0.005,6.38,3.68,0.05,3.2,5e-4,3.6
70,2013,3,18,1.86,0.4,0.45,2.47,0.005,6.41,3.27,0.05,3.11,5e-4,2.8
70,2013,3,25,1.72,0.37,0.43,2.26,0.005,6.52,3.11,0.04,2.85,5e-4,2.9
70,2013,4,1,1.67,0.36,0.41,2.2,0.005,6.5,2.97,0.1,2.77,5e-4,2.6
70,2013,4,8,1.86,0.4,0.45,2.48,0.005,6.53,3.29,0.01,3.12,5e-4,2.8
70,2013,4,15,1.82,0.39,0.4,2.77,0.003,6.51,3.29,0.11,3,0.004,2.9
70,2013,4,22,1.71,0.4,0.4,2.66,0.003,6.62,3.68,0.02,3.15,0.005,2.9
70,2013,4,29,1.77,0.4,0.48,2.46,0.003,6.69,3.68,0.02,3.41,0.003,2.75
70,2013,5,6,1.85,0.4,0.46,2.43,0.005,6.71,3.67,0.02,3.17,0.004,3.37
70,2013,5,13,1.92,0.39,0.46,2.28,0.003,6.65,3.45,0.02,3.26,0.003,2.15
70,2013,5,20,1.75,0.4,0.46,2.49,0.003,6.75,3.75,0.02,3.1,0.001,2.66
70,2013,5,28,1.8,0.41,0.47,2.56,0.003,6.75,3.17,0.06,3.15,0.002,2.73
70,2013,6,3,1.79,0.39,0.51,2.46,0.003,6.63,3.22,0.02,3.33,0.001,2.53
70,2013,6,3,1.7867,0.3926,0.509,2.461,-3,6.63,3.2217,-3,3.3265,0.0015,2.5285
70,2013,6,10,1.7,0.39,0.47,2.41,0.003,6.6,3.24,0.02,3.07,0.003,2.49
70,2013,6,10,1.6952,0.3896,0.4651,2.4053,-3,6.6,3.2424,-3,3.0714,0.0032,2.4877
70,2013,6,17,1.81,0.42,0.45,2.31,0.003,6.7,3.32,0.02,3.15,0.004,2.7
70,2013,6,17,1.811,0.417,0.4525,2.3088,-3,6.7,3.3182,-3,3.1463,0.0042,2.6967
70,2013,6,24,1.79,0.41,0.47,2.3,0.009,6.65,3.24,0.02,3.12,0.002,2.56
70,2013,6,24,1.793,0.4096,0.4651,2.2973,-3,6.65,3.2434,-3,3.1157,0.0015,2.5646
70,2013,7,1,1.82,0.41,0.43,2.6,0.003,6.68,3.16,0.02,3.18,0.001,2.39
70,2013,7,1,1.8164,0.4073,0.4259,2.6003,-3,6.68,3.1581,-3,3.1792,0.0015,-3
70,2013,7,7,1.81,0.41,0.39,2.69,0.006,6.63,3.09,0.02,3.27,0.001,2.66
70,2013,7,7,1.8054,0.4079,0.3877,2.6866,-3,6.63,3.0882,-3,3.2742,0.0015,-3
70,2013,7,15,1.72,0.38,0.56,2.75,0.009,6.66,3.13,0.02,3.03,0.002,2.68
70,2013,7,15,1.7189,0.3848,0.5552,2.7513,-3,6.66,3.132,-3,3.0258,0.0015,2.684
70,2013,7,22,1.75,0.41,0.48,2.33,0.003,6.46,3.09,0.02,3.13,0.002,2.62
70,2013,7,22,1.7453,0.4052,0.4783,2.3272,-3,6.46,3.0895,-3,3.1301,0.0015,-3
70,2013,7,29,1.76,0.39,0.47,2.29,0.003,6.71,2.98,0.02,3.21,0.001,2.57
70,2013,7,29,1.7618,0.3935,0.4729,2.2886,-3,6.71,2.9802,-3,3.2055,0.0015,-3
70,2013,8,5,1.74,0.39,0.47,2.26,0.003,6.72,3,0.02,3.15,0.004,2.56
70,2013,8,5,1.7405,0.3935,0.4654,2.2636,-3,6.72,2.9991,-3,3.1536,0.0041,-3
70,2013,8,12,1.7,0.36,0.44,2.17,0.003,6.6,3.05,0.02,3.13,0.002,1.23
70,2013,8,12,1.6998,0.3646,0.436,2.1698,-3,6.6,3.0533,-3,3.1258,0.0015,-3
70,2013,8,19,1.7,0.39,0.47,2.51,0.003,6.62,3.01,0.02,3.1,0.001,1.4
70,2013,8,19,1.7047,0.3891,0.474,2.5057,-3,6.62,3.0122,-3,3.1045,0.0015,-3
70,2013,8,26,1.77,0.4,0.5,2.61,0.003,6.57,3.1,0.02,3.22,0.001,1.57
70,2013,8,26,1.7657,0.404,0.4997,2.6137,-3,6.57,3.1044,-3,3.2184,0.0015,-3
70,2013,9,3,1.8,0.41,0.5,2.25,0.012,6.73,2.84,0.02,2.99,0.001,1.4
70,2013,9,3,1.7968,0.4086,0.5019,2.254,-3,6.73,2.8405,-3,2.9882,0.0015,-3
70,2013,9,9,1.81,0.4,0.49,2.55,0.006,6.7,3.01,0.02,3.09,0.003,1.28
70,2013,9,9,1.8054,0.3951,0.4913,2.5451,-3,6.7,3.0073,-3,3.0947,0.0033,-3
70,2013,9,16,1.85,0.42,0.49,2.36,0.003,6.64,2.97,0.02,3.32,0.001,1.11
70,2013,9,16,1.8488,0.4235,0.4927,2.3622,-3,6.64,2.9672,-3,3.3164,0.0015,0.4967
70,2013,9,23,1.83,0.42,0.51,2.35,0.003,6.63,2.9,0.02,3.33,0.001,0.94
70,2013,9,23,1.8287,0.4208,0.5118,2.3522,-3,6.63,2.8986,-3,3.3278,0.0015,0.9395
70,2013,9,30,1.91,0.43,0.52,2.43,0.003,6.62,2.99,0.02,3.38,0.001,0.92
70,2013,9,30,1.9051,0.4278,0.5244,2.4311,-3,6.62,2.9903,-3,3.3758,0.0015,0.9177
70,2013,10,7,1.96,0.4,0.55,2.89,0.003,6.54,3.07,0.02,3.17,0.001,2.05
70,2013,10,7,1.96,0.3986,0.5515,2.8908,-3,6.54,3.0665,-3,3.1748,0.0015,2.0546
70,2013,10,14,1.9214,0.4259,0.5399,2.4211,-3,6.53,2.9728,-3,3.3821,0.0015,1.0989
70,2013,10,15,1.92,0.43,0.54,2.42,0.003,6.53,2.97,0.02,3.38,0.001,1.1
70,2013,10,21,1.89,0.43,0.55,2.48,0.003,6.59,2.93,0.02,3.48,0.001,1.14
70,2013,10,21,1.8866,0.4324,0.5483,2.4776,-3,6.59,2.9251,-3,3.4763,0.0015,1.1444
70,2013,10,28,1.91,0.43,0.54,2.45,0.003,6.66,2.94,0.02,3.44,0.001,1.36
70,2013,10,28,1.9078,0.4279,0.5429,2.4511,-3,6.66,2.9357,-3,3.4394,0.0015,0.4554
70,2013,11,4,1.73,0.4,0.54,2.6,0.003,6.73,3.27,0.02,3.22,0.001,1.59
70,2013,11,4,1.7308,0.4015,0.5437,2.596,-3,6.73,3.2721,-3,3.2243,0.0015,1.5921
70,2013,11,11,1.8,0.41,0.57,2.74,0.003,6.67,3.09,0.02,3.22,0.001,2.2
70,2013,11,11,1.8045,0.4058,0.5705,2.7368,-3,6.67,3.0912,-3,3.2249,0.0015,2.1954
70,2013,11,18,1.76,0.39,0.53,2.54,0.006,6.56,3.08,0.02,3.22,0.002,2.09
70,2013,11,18,1.7619,0.3853,0.53,2.5393,-3,6.56,3.0773,-3,3.2222,0.0015,2.0852
70,2013,11,25,1.81,0.4,0.51,2.46,0.006,6.68,3.29,0.02,3.3,0.001,2.3
70,2013,11,25,1.8099,0.3987,0.513,2.4558,-3,6.68,3.2918,-3,3.301,0.0015,2.2966
70,2013,12,2,1.88,0.42,0.53,2.47,0.006,6.71,3.25,0.02,3.44,0.003,2.44
70,2013,12,2,1.8787,0.4211,0.5294,2.4714,-3,6.71,3.2485,-3,3.4438,0.0015,2.4354
70,2013,12,9,1.85,0.41,0.52,2.37,0.01,6.67,3.11,0.02,3.38,0.003,2.25
70,2013,12,9,1.8495,0.4065,0.5206,2.3673,-3,6.67,3.1083,-3,3.3761,0.003,2.2523
70,2013,12,16,2.1,0.45,0.6,2.79,0.003,6.57,3.4,0.02,3.56,0.002,2.09
70,2013,12,16,2.2,0.4542,0.5974,2.6954,-3,6.57,3.4019,-3,3.5621,0.0015,2.0745
70,2013,12,23,2.03,0.43,0.6,2.74,0.009,6.59,3.35,0.02,3.51,0.002,2.11
70,2013,12,23,2.121,0.44,0.5964,2.6349,-3,6.59,3.3499,-3,3.5103,0.0015,2.1084
70,2013,12,30,1.96,0.42,0.59,2.77,0.015,6.51,3.25,0.02,3.32,0.002,2.09
70,2013,12,30,2.0371,0.4269,0.5709,2.6116,-3,6.51,3.2457,-3,3.3241,0.0015,2.0571
70,2014,1,6,1.92,0.41,0.56,2.56,0.048,6.4,3.24,0.04,3.29,0.001,2.08
70,2014,1,6,1.9834,0.4125,0.552,2.4258,-3,6.4,3.2377,-3,3.2926,0.0015,2.0656
70,2014,1,13,2.03,0.45,0.57,2.77,0.012,6.45,3.87,0.23,3.42,0.001,2.56
70,2014,1,13,2.0328,0.4487,0.5672,2.7719,-3,6.45,3.872,-3,3.4156,0.0015,2.5601
70,2014,1,20,1.82,0.4,0.48,2.31,0.014,6.32,3.72,0.23,2.87,0.001,3.77
70,2014,1,20,1.8203,0.4011,0.4845,2.314,-3,6.32,3.7157,-3,2.8732,0.0015,3.7675
70,2014,1,27,2.01,0.41,0.49,2.18,0.016,6.35,3.78,0.13,3.05,0.001,3.52
70,2014,1,27,2.0133,0.4102,0.4906,2.1798,-3,6.35,3.7799,-3,3.0461,0.0015,3.5195
70,2014,2,3,2.14,0.44,0.54,2.37,0.025,6.32,3.89,0.1,3.23,0.001,3.49
70,2014,2,3,2.142,0.4424,0.5393,2.3686,-3,6.32,3.8949,-3,3.228,0.0015,3.4861
70,2014,2,10,2.24,0.47,0.56,2.48,0.021,6.41,3.64,0.1,3.15,0.001,3.63
70,2014,2,10,2.2413,0.4669,0.5582,2.4792,-3,6.41,3.6394,-3,3.1532,0.0015,3.6295
70,2014,2,17,1.89,0.38,0.5,2.33,0.021,6.39,3.45,0.08,3.08,0.001,2.92
70,2014,2,17,1.8882,0.3785,0.5006,2.3277,-3,6.39,3.4474,-3,3.0842,0.0015,2.9237
70,2014,2,24,1.94,0.39,0.51,2.21,0.011,6.28,3.61,0.09,3.08,0.002,3.3
70,2014,2,24,1.9449,0.3945,0.5063,2.2135,-3,6.28,3.6148,-3,3.0806,0.0015,3.302
70,2014,3,3,2.04,0.41,0.53,2.28,0.019,6.3,3.82,0.09,3.1,0.003,3.64
70,2014,3,3,2.041,0.4116,0.5299,2.2843,-3,6.3,3.8217,-3,3.1029,0.0015,3.6397
70,2014,3,10,2.04,0.43,0.56,2.6,0.022,6.33,3.93,0.12,3.56,0.001,3.27
70,2014,3,10,2.043,0.4268,0.5595,2.6,-3,6.33,3.9283,-3,3.5563,0.0015,3.2708
70,2014,3,17,2.05,0.44,0.54,2.33,0.019,6.33,3.52,0.11,3.37,0.001,3.03
70,2014,3,17,2.0547,0.4351,0.5374,2.3263,-3,6.33,3.5189,-3,3.3748,0.0015,3.0336
70,2014,3,24,2.12,0.45,0.55,2.37,0.023,6.35,2.96,0.1,2.9,0.001,3.25
70,2014,3,24,2.1157,0.4462,0.5497,2.3726,-3,6.35,2.9585,-3,2.8971,0.0015,3.2515
70,2014,3,31,2.07,0.44,0.56,2.57,0.038,6.3,3.47,0.18,3.28,0.002,3.2
70,2014,3,31,2.066,0.438,0.5597,2.5734,-3,6.3,3.468,-3,3.2752,0.0015,3.1967
70,2014,4,7,1.57,0.33,0.43,2.02,0.049,6.18,2.78,0.33,2.6,0.001,2.38
70,2014,4,7,1.568,0.3277,0.4291,2.0164,-3,6.18,2.7766,-3,2.6041,0.0015,2.3796
70,2014,4,14,1.3,0.28,0.38,1.8,0.037,6.13,2.28,0.1,2.23,0.002,1.97
70,2014,4,14,1.3047,0.28,0.3756,1.8018,-3,6.13,2.2837,-3,2.2275,0.0015,1.967
70,2014,4,21,1.83,0.4,0.48,2.28,0.009,6.27,3.06,0.11,2.85,0.001,2.52
70,2014,4,21,1.8342,0.3961,0.4753,2.2822,-3,6.27,3.0558,-3,2.8538,0.0015,2.5225
70,2014,4,28,1.74,0.37,0.49,2.28,0.003,6.46,3.12,0.07,2.96,0.001,2.62
70,2014,4,28,1.74,0.3734,0.4872,2.2783,-3,6.46,3.122,-3,2.9647,0.0015,2.6162
70,2014,5,5,1.72,0.37,0.47,2.24,0.005,6.53,3.13,0.05,2.95,0.001,2.65
70,2014,5,5,1.7154,0.3713,0.4701,2.2392,-3,6.53,3.1273,-3,2.9491,0.0015,2.6519
70,2014,5,12,1.87,0.42,0.52,2.42,0.003,6.6,2.99,0.02,3,0.001,2.53
70,2014,5,12,1.8701,0.4249,0.5179,2.4195,-3,6.6,2.9855,-3,2.9986,0.0015,2.527
70,2014,5,19,1.93,0.44,0.54,2.58,0.003,6.62,3.04,0.02,3.08,0.001,2.54
70,2014,5,19,1.9286,0.4378,0.544,2.5786,-3,6.62,3.043,-3,3.0758,0.0015,2.5363
70,2014,5,26,1.79,0.39,0.5,2.52,0.003,6.58,3,0.02,3.01,0.002,2.65
70,2014,5,26,1.7851,0.3888,0.5028,2.5199,-3,6.58,3.0031,-3,3.0101,0.0015,2.6514
70,2014,6,2,1.72,0.38,0.47,2.38,0.008,6.67,2.91,0.02,3.02,0.001,2.3
70,2014,6,2,1.7214,0.3803,0.4744,2.3796,-3,6.67,2.9065,-3,3.0214,0.0015,2.3046
70,2014,6,9,1.68,0.4,0.5,2.04,0.003,6.62,3.08,0.02,3.18,0.001,2.15
70,2014,6,9,1.6827,0.3952,0.5036,2.0386,-3,6.62,3.08,-3,3.1776,0.0015,2.152
70,2014,6,16,1.62,0.39,0.49,2.05,0.003,6.54,3.07,0.02,3.16,0.001,2.08
70,2014,6,16,1.6212,0.3869,0.4949,2.0501,-3,6.54,3.0744,-3,3.1632,0.0015,2.0805
70,2014,6,23,1.69,0.4,0.52,2.08,0.003,6.58,3.1,0.02,3.23,0.001,1.97
70,2014,6,23,1.686,0.4039,0.5164,2.0826,-3,6.58,3.1003,-3,3.2315,0.0015,1.9725
70,2014,6,30,1.7866,0.3522,0.4695,2.5,-3,6.59,3.0419,-3,3.1165,0.0015,2.3062
70,2014,7,7,1.7682,0.3556,0.5002,2.5475,-3,6.59,3.0198,-3,3.0655,0.0015,2.2271
70,2014,7,14,1.7223,0.3438,0.4548,2.5599,-3,6.51,2.9614,-3,3.0708,0.0015,2.1541
70,2014,7,21,1.8273,0.3655,0.4957,2.659,-3,6.51,3.0321,-3,3.1296,0.0015,2.1963
70,2014,7,28,2.0892,0.4002,0.5257,2.9746,-3,6.49,2.9046,-3,2.9876,0.0015,2.2501
70,2014,8,4,1.6331,0.3645,0.4254,2.1754,-3,6.69,2.8377,-3,3.017,0.0015,2.4632
70,2014,8,11,1.7322,0.3798,0.4365,2.3692,-3,6.5,2.8558,-3,2.9336,0.0015,2.3178
70,2014,8,18,1.747,0.3782,0.4363,2.3799,-3,6.65,2.9374,-3,2.9839,0.0015,2.0647
70,2014,8,25,1.7218,0.3732,0.4383,2.5136,-3,6.54,2.989,-3,3.0231,0.0015,1.9894
70,2014,9,2,1.866,0.3891,0.4792,2.271,-3,6.54,2.9023,-3,3.1464,0.0015,2.3723
70,2014,9,8,1.8664,0.3949,0.4944,2.2803,-3,6.56,2.8981,-3,3.1595,0.0015,2.3321
70,2014,9,15,1.7905,0.366,0.4255,2.5128,-3,6.66,2.9338,-3,3.2839,0.0015,1.8019
70,2014,9,22,1.9016,0.392,0.4215,2.3659,-3,6.69,2.9186,-3,3.2843,0.0015,1.8253
70,2014,9,29,1.8846,0.3981,0.4747,2.3485,-3,6.64,2.8779,-3,3.2729,0.0015,1.7099
70,2014,10,6,1.7038,0.3666,0.4691,2.4486,-3,6.58,2.9333,-3,3.332,0.0015,1.6839
70,2014,10,13,1.8421,0.4085,0.4814,2.5605,-3,6.56,2.9368,-3,3.2581,0.0015,1.7597
70,2014,10,20,1.8669,0.4152,0.5024,2.3661,-3,6.51,3.0108,-3,3.1524,0.0015,1.8505
70,2014,10,27,1.833,0.4137,0.4968,2.4049,-3,6.57,2.9178,-3,3.2181,0.0015,1.8896
70,2014,11,3,1.7144,0.3972,0.4763,2.4289,-3,6.64,2.8893,-3,3.2226,0.0015,2.0592
70,2014,11,10,1.7562,0.392,0.4277,2.3292,-3,6.59,2.926,-3,3.2674,0.0015,1.9161
70,2014,11,17,1.9914,0.4115,0.5197,2.3253,-3,6.64,2.9067,-3,3.1131,0.0015,2.3062
70,2014,11,24,1.8146,0.3785,0.4737,2.2456,-3,6.57,2.7525,-3,3.0064,0.0015,1.9433
70,2014,12,1,2.0815,0.4275,0.5323,2.4195,-3,6.65,2.8987,-3,3.1633,0.0015,2.2279
70,2014,12,9,2.0463,0.4457,0.5286,2.4268,-3,6.65,3.1585,-3,3.4388,0.0015,2.4996
70,2014,12,15,1.9085,0.406,0.4883,2.2505,-3,6.6,2.9334,-3,3.1939,0.0036,2.0634
70,2014,12,22,1.9758,0.432,0.5485,2.2717,-3,6.64,2.9081,-3,3.9371,0.0015,2.2501
70,2014,12,29,1.8601,0.3985,0.5438,2.105,-3,6.47,2.8183,-3,3.1895,0.0034,2.1585
70,2015,1,5,1.913,0.4107,0.5563,2.2418,-3,6.59,2.9464,-3,3.3057,0.0053,2.9171
70,2015,1,12,1.9808,0.4166,0.5491,2.2685,-3,6.49,3.0246,-3,3.4137,0.0015,2.4372
70,2015,1,19,1.8476,0.3941,0.5457,2.4334,-3,6.35,3.0751,-3,3.4428,0.0015,2.3631
70,2015,1,26,2.0213,0.4233,0.5702,2.4907,-3,6.4,3.1767,-3,3.6144,0.0015,2.5247
70,2015,2,2,2.0769,0.42,0.5407,2.5679,-3,6.37,2.97,-3,3.4901,0.0015,2.3209
70,2015,2,9,1.9245,0.4006,0.4826,2.0877,-3,6.36,3.0079,-3,3.4446,0.0015,2.3025
70,2015,2,16,2.1665,0.4401,0.6739,2.8581,-3,6.28,3.1259,-3,3.3789,0.0015,2.7399
70,2015,2,23,2.1057,0.4293,0.6506,2.7464,-3,6.34,3.0772,-3,3.3807,0.0015,2.6556
70,2015,3,2,2.1029,0.4219,0.6438,2.7474,-3,6.31,3.1232,-3,3.4309,0.0015,2.676
70,2015,3,9,2.0234,0.4326,0.5442,2.3061,-3,6.25,2.98,-3,3.3757,0.0015,2.8457
70,2015,3,9,2.0154,0.43,0.5457,2.321,-3,6.25,3.2319,-3,3.5684,0.0015,2.8742
70,2015,3,16,1.9931,0.4254,0.563,2.3713,-3,6.25,3.2291,-3,3.5651,0.0015,2.887
70,2015,3,23,1.9635,0.4205,0.5295,2.2833,-3,6.38,3.1589,-3,3.5421,0.0015,2.704
70,2015,3,30,2.1856,0.4538,0.6129,2.5088,-3,6.24,3.6985,-3,3.9114,0.0015,2.8234
70,2015,4,6,1.8703,0.3872,0.51,2.1275,-3,6.27,3.5335,-3,3.7948,0.0015,2.7682
70,2015,4,13,1.4797,0.2952,0.3512,1.4634,-3,6.22,2.6252,-3,2.8449,0.0015,2.2216
70,2015,4,20,1.7775,0.3816,0.4685,2.0504,-3,6.31,2.8974,-3,3.084,0.0015,2.4789
70,2015,4,27,1.7743,0.3841,0.4795,2.1497,-3,6.42,2.9655,-3,3.1573,0.0015,2.5269
70,2015,5,4,1.6595,0.3447,0.4081,1.7165,-3,6.56,3.2654,-3,3.3851,0.0015,2.7465
70,2015,5,11,1.7875,0.3712,0.4733,1.9175,-3,6.62,3.275,-3,3.4048,0.0015,2.5067
70,2015,5,18,1.8558,0.3844,0.4854,1.9672,-3,6.58,3.3819,-3,3.4695,0.0015,2.389
70,2015,5,26,1.9858,0.4095,0.5246,2.168,-3,6.48,3.0898,-3,3.4514,0.0015,2.2142
70,2015,5,26,1.8566,0.395,0.5308,2.1577,-3,6.48,3.1441,-3,3.4762,0.0015,2.2536
70,2015,6,1,1.8413,0.3935,0.5099,2.0993,-3,6.49,2.9455,-3,3.3109,0.0015,2.2262
70,2015,6,8,1.8521,0.4062,0.4944,2.1126,-3,6.43,3.4126,-3,3.5783,0.0015,2.1979
70,2015,6,15,1.8292,0.4023,0.514,2.0766,-3,6.51,3.2439,-3,3.4393,0.0015,2.0594
70,2015,6,22,1.8123,0.3749,0.4883,2.2774,-3,6.49,3.1378,-3,3.6079,0.0015,1.9831
70,2015,6,29,1.823,0.3701,0.47,2.1901,-3,6.57,3.0876,-3,3.5939,0.0015,2.1102
70,2015,7,6,1.7238,0.3762,0.4489,2.0825,-3,6.42,3.0413,-3,3.5046,0.0015,1.2828
70,2015,7,13,1.798,0.3887,0.495,2.227,-3,6.51,2.886,-3,3.3466,0.0015,2.0119
70,2015,7,20,1.732,0.3697,0.4867,2.1371000000000002,-3,6.51,2.846,-3,3.2254,0.0015,2.7839
70,2015,7,27,1.7552,0.3724,0.4942,2.1518,-3,6.58,2.7868,-3,3.2539,0.0015,2.0953
70,2015,8,3,1.7364,0.3674,0.4911,2.2164,-3,6.36,2.6691,-3,3.2574,0.0015,1.7575
70,2015,8,10,1.7357,0.3778,0.5075,2.2929,-3,6.51,2.6859,-3,3.295,0.0015,1.6949
70,2015,8,17,1.8933,0.3879,0.5295,2.4062,-3,6.51,2.8616,-3,3.5324,0.0015,1.6424
70,2015,8,24,1.7632,0.3681,0.4857,2.546,-3,6.36,2.9213,-3,3.4434,0.0035,1.8168
70,2015,8,31,1.8768,0.4097,0.5431,2.5897,-3,6.44,2.6966,-3,3.4773,0.0015,1.7937
70,2015,9,7,1.8165,0.3865,0.5164,2.5715,-3,6.62,2.7646,-3,3.5526,0.0015,1.7914
70,2015,9,14,1.8188,0.397,0.5155,2.484,-3,6.55,2.6752,-3,3.4381,0.0015,1.6514
70,2015,9,21,1.7636,0.3662,0.4945,2.5373,-3,6.48,2.7204,-3,3.5397,0.0015,1.4144
70,2015,9,28,1.6911,0.3711,0.5177,2.4315,-3,6.51,2.6984,-3,3.5362,0.0015,1.3498000000000001
70,2015,10,5,1.5577,0.3533,0.4738,2.1825,-3,6.61,2.6722,-3,3.5011,0.0015,1.3013
70,2015,10,12,1.7242,0.3789,0.4861,2.1878,-3,6.68,2.6126,-3,3.4919,0.0015,1.3007
70,2015,10,19,1.7615,0.3977,0.5058,2.2571,-3,6.61,2.6511,-3,3.5494,0.0015,1.3917
70,2015,10,26,1.9365,0.4197,0.5733,2.4831,-3,6.42,2.726,-3,3.5177,0.0015,-3
70,2015,11,2,1.9655,0.3881,0.5735,2.6028,-3,6.58,2.7589,-3,3.481,0.0015,1.5206
70,2015,11,9,-3,-3,-3,-3,-3,6.52,2.4269,-3,3.0451,0.0033,-3
70,2015,11,16,-3,-3,-3,-3,-3,6.66,2.6014,-3,3.4276,0.0036,-3
